#{"t_start": 1644588046.7201111, "env_id": null}
r,l,t
1,1,3.160277
2,2,3.164544
1,1,3.167283
2,2,3.171578
3,3,3.177305
3,3,3.18305
1,1,3.185926
1,1,3.188688
1,1,3.191449
4,4,3.198641
1,1,3.201529
1,1,3.204332
3,3,3.210154
2,2,3.214433
1,1,3.217193
6,6,3.229233
1,1,3.232257
8,8,3.249207
2,2,3.254573
2,2,3.259367
1,1,3.262233
1,1,3.26505
1,1,3.268284
2,2,3.274816
3,3,3.280836
2,2,3.285611
2,2,3.29078
2,2,3.295214
1,1,3.298279
3,3,3.305312
2,2,3.310215
2,2,3.314655
1,1,3.317942
1,1,3.321787
3,3,3.328284
1,1,3.331413
4,4,3.341422
1,1,3.344209
2,2,3.348735
4,4,3.357569
5,5,3.366658
3,3,3.373755
1,1,3.376739
2,2,3.381118
1,1,3.384001
1,1,3.388003
1,1,3.390902
2,2,3.396677
3,3,3.404501
1,1,3.40766
2,2,3.412065
3,3,3.418424
2,2,3.423776
2,2,3.428398
3,3,3.434407
3,3,3.441686
1,1,3.44445
1,1,3.447625
3,3,3.454746
1,1,3.457855
2,2,3.462289
1,1,3.465208
2,2,3.470519
2,2,3.47498
1,1,3.478286
1,1,3.481318
1,1,3.484259
2,2,3.489696
1,1,3.492476
1,1,3.495294
1,1,3.498107
4,4,3.505947
1,1,3.508808
1,1,3.511879
2,2,3.516259
1,1,3.519197
2,2,3.523823
1,1,3.52731
2,2,3.532176
3,3,3.53894
1,1,3.541853
2,2,3.54664
4,4,3.554851
3,3,3.560903
2,2,3.565455
4,4,3.572704
1,1,3.575549
1,1,3.578323
1,1,3.58104
1,1,3.583774
1,1,3.586596
1,1,3.589351
3,3,3.595186
1,1,3.598199
4,4,3.605662
1,1,3.608695
1,1,3.611827
1,1,3.6151
3,3,3.621784
1,1,3.625088
1,1,3.628109
2,2,3.632463
2,2,3.636805
2,2,3.641216
1,1,3.644016
1,1,3.646805
3,3,3.652652
1,1,3.655391
1,1,3.658267
1,1,3.66239
1,1,3.667588
1,1,3.672641
1,1,3.677773
2,2,3.68568
1,1,3.688882
2,2,3.695192
2,2,3.70394
5,5,3.714697
4,4,3.723884
1,1,3.727114
1,1,3.730262
1,1,3.733611
2,2,3.738727
1,1,3.741869
1,1,3.745265
5,5,3.756449
4,4,3.767436
3,3,3.774339
1,1,3.777685
5,5,3.789187
1,1,3.792664
1,1,3.796982
2,2,3.806808
1,1,3.813412
1,1,3.819592
4,4,3.833921
2,2,3.839714
5,5,3.848683
1,1,3.85152
4,4,3.859254
1,1,3.862
3,3,3.868045
3,3,3.873743
1,1,3.876602
2,2,3.880954
1,1,3.883744
1,1,3.886576
6,6,3.897182
3,3,3.904391
4,4,3.911657
2,2,3.915866
1,1,3.918616
1,1,3.921394
1,1,3.924535
3,3,3.930277
4,4,3.938082
4,4,3.945363
1,1,3.948126
1,1,3.950853
1,1,3.953754
2,2,3.958302
1,1,3.961154
4,4,3.968309
3,3,3.974012
1,1,3.976729
1,1,3.979546
2,2,3.983759
2,2,3.989133
1,1,3.99196
2,2,3.996236
2,2,4.00047
1,1,4.00334
4,4,4.010549
1,1,4.013596
1,1,4.016667
1,1,4.01973
3,3,4.026035
1,1,4.0291
1,1,4.032334
1,1,4.035091
2,2,4.039286
1,1,4.042006
2,2,4.046826
1,1,4.049778
1,1,4.052539
3,3,4.058409
2,2,4.063209
2,2,4.067553
1,1,4.070635
1,1,4.073468
1,1,4.076208
1,1,4.0791
3,3,4.084924
1,1,4.087963
2,2,4.094099
4,4,4.101344
2,2,4.105583
1,1,4.108315
1,1,4.111058
1,1,4.113799
1,1,4.116527
1,1,4.119399
1,1,4.122142
2,2,4.126779
1,1,4.12992
1,1,4.13299
1,1,4.136319
1,1,4.139333
1,1,4.142469
2,2,4.147156
2,2,4.151415
1,1,4.15424
2,2,4.158519
11,11,4.176275
2,2,4.180515
3,3,4.186288
2,2,4.190835
1,1,4.193672
2,2,4.198226
2,2,4.202544
2,2,4.206899
1,1,4.209669
2,2,4.213999
1,1,4.216728
2,2,4.220931
1,1,4.223696
1,1,4.22667
2,2,4.231015
1,1,4.233747
1,1,4.236509
1,1,4.23936
1,1,4.242193
1,1,4.244954
1,1,4.248101
2,2,4.252465
2,2,4.256721
2,2,4.260999
1,1,4.263732
1,1,4.266461
5,5,4.275245
3,3,4.281024
1,1,4.283768
1,1,4.286537
7,7,4.299075
1,1,4.30186
3,3,4.307663
1,1,4.310421
7,7,4.323602
4,4,4.331914
4,4,4.341651
1,1,4.344537
2,2,4.349339
10,10,4.367934
2,2,4.373423
1,1,4.376477
2,2,4.382871
4,4,4.391899
2,2,4.396229
2,2,4.400824
1,1,4.404322
1,1,4.407273
1,1,4.410182
1,1,4.413051
2,2,4.417493
1,1,4.421255
1,1,4.42418
2,2,4.428683
4,4,4.436896
1,1,4.440556
1,1,4.444013
2,2,4.448906
1,1,4.452418
1,1,4.45599
6,6,4.467041
1,1,4.47101
1,1,4.473991
2,2,4.478284
1,1,4.481346
1,1,4.484425
3,3,4.49171
2,2,4.496044
2,2,4.500612
1,1,4.50431
1,1,4.507477
5,5,4.516701
1,1,4.520296
1,1,4.523542
1,1,4.526315
4,4,4.534186
1,1,4.53789
1,1,4.541105
3,3,4.547011
1,1,4.550149
1,1,4.553349
1,1,4.556739
2,2,4.561258
2,2,4.565569
2,2,4.570871
1,1,4.57387
2,2,4.57865
1,1,4.581553
2,2,4.586147
1,1,4.589663
4,4,4.596935
2,2,4.601347
4,4,4.608902
6,6,4.619101
2,2,4.623344
2,2,4.627554
1,1,4.630294
1,1,4.63334
1,1,4.636173
3,3,4.64197
6,6,4.652101
2,2,4.656354
10,10,4.673103
3,3,4.678829
1,1,4.681537
1,1,4.684262
1,1,4.687031
1,1,4.689754
2,2,4.69433
1,1,4.697102
2,2,4.70142
1,1,4.704316
4,4,4.711665
1,1,4.714416
1,1,4.71714
1,1,4.719957
5,5,4.728579
2,2,4.732965
3,3,4.738653
2,2,4.742865
3,3,4.748497
2,2,4.752746
1,1,4.75551
1,1,4.758251
4,4,4.76548
3,3,4.771342
2,2,4.775622
3,3,4.781356
1,1,4.784094
3,3,4.789765
1,1,4.792635
4,4,4.800065
5,5,4.808965
2,2,4.813461
2,2,4.817847
1,1,4.820684
2,2,4.8249
1,1,4.827776
2,2,4.832076
3,3,4.838072
2,2,4.84258
1,1,4.84556
1,1,4.848741
1,1,4.851837
3,3,4.857501
3,3,4.863983
1,1,4.866754
1,1,4.869708
1,1,4.873244
1,1,4.876053
1,1,4.878963
2,2,4.883467
2,2,4.888046
3,3,4.893976
1,1,4.896986
3,3,4.903177
1,1,4.906361
4,4,4.914091
2,2,4.918918
1,1,4.921854
1,1,4.924894
1,1,4.927732
4,4,4.93504
1,1,4.937771
1,1,4.940586
3,3,4.946487
1,1,4.949266
4,4,4.956707
1,1,4.959453
1,1,4.96237
1,1,4.965367
1,1,4.968161
1,1,4.970943
1,1,4.973716
1,1,4.97646
3,3,4.982171
2,2,4.986394
4,4,4.993825
4,4,5.001006
2,2,5.005296
1,1,5.008403
2,2,5.013039
4,4,5.020249
1,1,5.02301
3,3,5.029034
1,1,5.031966
3,3,5.037897
1,1,5.040644
2,2,5.045212
1,1,5.04796
2,2,5.052302
1,1,5.055058
1,1,5.057789
1,1,5.060535
1,1,5.063508
1,1,5.066289
1,1,5.06904
2,2,5.073396
1,1,5.076841
1,1,5.080723
1,1,5.084192
2,2,5.090299
1,1,5.093894
1,1,5.097294
1,1,5.101076
1,1,5.104657
1,1,5.108353
1,1,5.112069
2,2,5.117946
4,4,5.127911
1,1,5.13182
8,8,5.150167
1,1,5.153938
1,1,5.157093
5,5,5.16588
2,2,5.170361
1,1,5.173088
1,1,5.175837
1,1,5.178599
1,1,5.181345
1,1,5.184137
1,1,5.186875
3,3,5.192579
1,1,5.195383
2,2,5.199608
1,1,5.202349
6,6,5.212883
2,2,5.217262
2,2,5.221564
1,1,5.224268
1,1,5.227065
4,4,5.234496
1,1,5.237316
1,1,5.240059
4,4,5.247154
2,2,5.251352
2,2,5.256224
1,1,5.259272
1,1,5.262437
1,1,5.265539
2,2,5.270232
3,3,5.27632
4,4,5.283557
3,3,6.454373
6,6,6.465956
1,1,6.468702
1,1,6.471523
1,1,6.475203
2,2,6.480391
1,1,6.483463
2,2,6.487969
1,1,6.490749
1,1,6.493873
9,9,6.508963
1,1,6.511722
6,6,6.521944
3,3,6.527611
1,1,6.530586
3,3,6.536353
1,1,6.539722
1,1,6.54272
3,3,6.549055
1,1,6.551798
2,2,6.556096
2,2,6.560631
1,1,6.563421
2,2,6.567755
2,2,6.572253
2,2,6.576497
2,2,6.580805
1,1,6.583528
1,1,6.586266
1,1,6.589064
1,1,6.59191
10,10,6.60944
2,2,6.61369
1,1,6.61646
3,3,6.622171
3,3,6.628005
1,1,6.630931
3,3,6.636832
1,1,6.639657
2,2,6.644171
2,2,6.648439
2,2,6.652711
3,3,6.658653
2,2,6.66301
1,1,6.665769
1,1,6.668532
1,1,6.671277
1,1,6.673984
1,1,6.676987
3,3,6.683053
2,2,6.687376
2,2,6.692837
2,2,6.697363
1,1,6.700936
2,2,6.706969
2,2,6.711993
1,1,6.715019
1,1,6.718854
1,1,6.722604
3,3,6.730713
1,1,6.734445
1,1,6.738174
2,2,6.743742
2,2,6.748647
4,4,6.755906
2,2,6.76014
9,9,6.774638
4,4,6.7819
3,3,6.7877
5,5,6.796558
1,1,6.799419
2,2,6.803762
2,2,6.808396
4,4,6.816204
3,3,6.821986
4,4,6.829662
3,3,6.836044
3,3,6.842616
1,1,6.845896
3,3,6.85209
14,14,6.874396
5,5,6.883267
2,2,6.887544
1,1,6.890304
1,1,6.893053
2,2,6.89727
3,3,6.903306
6,6,6.913829
1,1,6.916656
7,7,6.928372
1,1,6.931141
3,3,6.936984
3,3,6.942743
3,3,6.949098
1,1,6.952253
6,6,6.962489
3,3,6.970072
1,1,6.973816
2,2,6.978512
7,7,6.991987
2,2,6.996861
6,6,7.007775
9,9,7.022989
1,1,7.025882
4,4,7.033556
3,3,7.039418
1,1,7.042232
1,1,7.045082
3,3,7.050888
3,3,7.057157
1,1,7.059963
5,5,7.069077
2,2,7.073354
8,8,7.086514
3,3,7.092213
2,2,7.096837
1,1,7.099608
2,2,7.103978
2,2,7.108235
1,1,7.111163
1,1,7.11395
3,3,7.119772
1,1,7.122513
6,6,7.1329
7,7,7.144697
1,1,7.147471
1,1,7.150233
5,5,7.158995
1,1,7.161742
2,2,7.16623
2,2,7.170632
2,2,7.174977
1,1,7.178029
3,3,7.183731
1,1,7.186452
2,2,7.191007
7,7,7.203026
3,3,7.208734
2,2,7.213385
2,2,7.217631
1,1,7.220435
6,6,7.230734
1,1,7.233531
4,4,7.240937
3,3,7.246642
2,2,7.250829
1,1,7.254432
1,1,7.257224
3,3,7.263328
2,2,7.267704
3,3,7.2737
6,6,7.284391
2,2,7.289007
2,2,7.294017
1,1,7.297312
4,4,7.305174
3,3,7.310935
1,1,7.31416
1,1,7.31697
4,4,7.324122
1,1,7.326864
1,1,7.329952
1,1,7.332746
2,2,7.337485
2,2,7.342208
2,2,7.34684
2,2,7.351135
1,1,7.35387
1,1,7.357374
1,1,7.360725
3,3,7.366511
2,2,7.370709
4,4,7.377957
2,2,7.382214
3,3,7.387955
1,1,7.390705
2,2,7.395041
3,3,7.401575
4,4,7.409516
2,2,7.414502
1,1,7.417404
1,1,7.420142
2,2,7.424378
1,1,7.427135
2,2,7.4314
3,3,7.437551
3,3,7.44335
4,4,7.450525
1,1,7.453682
1,1,7.456444
2,2,7.460886
3,3,7.466758
2,2,7.471048
1,1,7.473916
1,1,7.47668
4,4,7.48402
6,6,7.494198
2,2,7.498424
1,1,7.501551
1,1,7.504624
7,7,7.517672
1,1,7.520999
2,2,7.527063
2,2,7.532578
1,1,7.535332
1,1,7.538105
3,3,7.544157
2,2,7.548728
3,3,7.554633
5,5,7.563838
5,5,7.572809
1,1,7.575617
1,1,7.578386
2,2,7.582847
4,4,7.591337
2,2,7.596094
1,1,7.599156
3,3,7.605073
1,1,7.607797
4,4,7.615461
2,2,7.61986
2,2,7.624656
2,2,7.628902
4,4,7.636161
1,1,7.638904
2,2,7.643152
9,9,7.658548
4,4,7.665877
6,6,7.675987
2,2,7.680639
1,1,7.683427
8,8,7.696388
1,1,7.699213
3,3,7.705006
2,2,7.709333
5,5,7.718449
1,1,7.721184
3,3,7.727157
1,1,7.730128
4,4,7.738853
2,2,7.747597
3,3,7.757124
5,5,7.766204
5,5,7.77503
1,1,7.777767
1,1,7.78052
1,1,7.783249
1,1,7.785999
1,1,7.78876
1,1,7.791515
1,1,7.794285
1,1,7.797207
1,1,7.800137
2,2,7.804591
2,2,7.808894
8,8,7.822977
1,1,7.825752
4,4,7.833262
6,6,7.843492
1,1,7.846362
6,6,7.857165
5,5,7.865929
1,1,7.868669
3,3,7.874409
1,1,7.877143
8,8,7.890288
5,5,7.899335
7,7,7.911029
3,3,7.916858
5,5,7.925532
1,1,7.92829
1,1,7.931275
3,3,7.937099
4,4,7.944178
1,1,7.946931
4,4,7.954223
4,4,7.961687
1,1,7.964539
3,3,7.970214
1,1,7.972954
1,1,7.975693
1,1,7.978419
4,4,7.985811
2,2,7.990118
4,4,7.99736
3,3,8.003114
3,3,8.008791
1,1,8.011539
3,3,8.017347
2,2,8.021585
5,5,8.03028
1,1,8.033701
1,1,8.03661
1,1,8.039363
1,1,8.042197
1,1,8.044959
2,2,8.050031
2,2,8.05477
5,5,8.06472
4,4,8.072469
2,2,8.077254
1,1,8.080367
1,1,8.083387
1,1,8.086247
4,4,8.093599
5,5,8.103359
2,2,8.107762
3,3,8.113521
1,1,8.116297
2,2,8.120886
5,5,8.129481
3,3,8.135169
1,1,8.137987
2,2,8.142222
1,1,8.145249
1,1,8.148059
4,4,8.155629
2,2,8.160048
1,1,8.162938
2,2,8.167627
2,2,8.172063
1,1,8.174828
5,5,8.183643
1,1,8.186831
3,3,8.193158
2,2,8.197993
3,3,8.20451
2,2,8.208846
1,1,8.211648
1,1,8.214531
2,2,8.218944
2,2,8.223211
4,4,8.230577
1,1,8.23334
1,1,8.236184
4,4,8.243321
1,1,8.246059
1,1,8.248852
6,6,8.259001
5,5,8.267713
6,6,8.277835
2,2,8.282223
3,3,8.287971
1,1,8.290723
1,1,8.293545
2,2,8.298282
2,2,8.302555
6,6,8.313166
8,8,8.326756
1,1,8.329652
3,3,8.335538
1,1,8.338269
2,2,8.342482
1,1,8.345312
1,1,8.348355
8,8,8.36177
2,2,8.366058
3,3,8.371764
2,2,8.375972
3,3,8.381751
1,1,8.38452
3,3,8.390521
1,1,8.393278
3,3,8.399084
2,2,8.403369
1,1,8.406145
1,1,8.409058
2,2,8.41346
2,2,8.417702
1,1,8.420811
4,4,8.428136
1,1,8.430962
5,5,8.439768
1,1,8.442514
5,5,8.451551
5,5,8.460232
2,2,8.46453
1,1,8.467302
1,1,8.470097
4,4,8.47731
2,2,8.481546
1,1,8.484265
4,4,8.491528
3,3,8.497282
3,3,8.50294
1,1,8.505793
4,4,8.513697
10,10,8.530695
1,1,8.534008
7,7,8.546514
3,3,8.552248
3,3,8.558155
4,4,8.566458
1,1,8.570444
2,2,8.576303
3,3,8.583021
3,3,8.589516
2,2,8.594433
1,1,8.597683
1,1,8.600508
1,1,8.60349
1,1,8.606397
2,2,8.610833
4,4,8.618306
2,2,8.622816
3,3,8.628999
2,2,8.633451
2,2,8.639002
1,1,8.642418
2,2,8.64736
6,6,8.658153
1,1,8.66096
3,3,8.667013
2,2,8.671334
1,1,8.674088
2,2,8.678382
3,3,8.68431
2,2,8.688615
5,5,8.697542
4,4,8.704826
1,1,8.707867
2,2,8.712105
4,4,8.719529
2,2,8.723862
2,2,8.728289
6,6,8.738653
1,1,8.741427
1,1,8.744249
1,1,8.74706
6,6,8.757152
1,1,8.760108
2,2,8.764472
3,3,8.770192
1,1,8.773201
1,1,8.776025
1,1,8.778772
4,4,8.786234
2,2,8.790427
1,1,8.793145
1,1,8.795911
1,1,8.798776
1,1,8.801641
3,3,8.807622
3,3,8.813814
2,2,8.818931
1,1,8.821729
1,1,8.824489
4,4,8.832064
6,6,8.842555
2,2,8.847857
1,1,8.851743
8,8,8.866121
2,2,8.870464
3,3,8.876545
1,1,8.87929
4,4,8.886647
3,3,8.892482
2,2,8.896696
1,1,8.899477
7,7,8.912012
2,2,8.916247
1,1,8.918967
3,3,8.924652
1,1,8.927434
2,2,8.931669
1,1,8.934418
1,1,8.937166
3,3,8.942823
3,3,8.948691
1,1,8.95144
1,1,8.954165
3,3,8.959874
2,2,8.964106
2,2,8.968373
2,2,8.972614
1,1,8.975323
6,6,8.986195
4,4,8.994346
2,2,8.99901
3,3,9.005164
2,2,9.009391
2,2,9.014057
1,1,9.016807
2,2,9.021136
4,4,9.028474
3,3,9.03434
2,2,9.038564
2,2,9.042814
1,1,9.04554
1,1,9.048281
10,10,9.064373
1,1,9.067116
5,5,9.076075
2,2,9.080376
6,6,9.090591
2,2,9.095421
7,7,9.109972
6,6,9.120913
1,1,9.123761
1,1,9.126537
3,3,9.132632
1,1,9.135628
2,2,9.139967
1,1,9.142767
3,3,9.148837
1,1,9.151645
1,1,9.15443
1,1,9.157464
1,1,9.160264
1,1,9.16303
6,6,9.173789
1,1,9.176537
9,9,9.191273
7,7,9.202892
1,1,9.205646
1,1,9.208597
1,1,9.211651
1,1,9.21449
1,1,9.217221
2,2,9.221525
1,1,9.224257
1,1,9.227295
2,2,9.232014
3,3,9.237807
3,3,9.243494
1,1,9.24623
3,3,9.251943
3,3,9.257641
5,5,9.266443
4,4,9.273711
2,2,9.278021
3,3,9.28371
1,1,9.286422
1,1,9.289215
3,3,9.294973
