#{"t_start": 1644494328.2548292, "env_id": null}
r,l,t
2,2,5.346164
1,1,5.347866
1,1,5.351964
2,2,5.362033
4,4,5.366215
1,1,5.369695
1,1,5.378082
2,2,5.382837
1,1,5.384577
1,1,5.388029
4,4,5.397111
1,1,5.399951
1,1,5.401631
4,4,5.413779
1,1,5.416514
1,1,5.424938
2,2,5.430221
1,1,5.432003
4,4,5.444129
1,1,5.447622
1,1,5.449665
1,1,5.452956
2,2,5.461209
1,1,5.46614
1,1,5.468187
1,1,5.470648
1,1,5.476842
2,2,5.483973
2,2,5.48819
2,2,5.496588
2,2,5.501109
2,2,5.503645
1,1,5.511956
3,3,5.517391
2,2,5.525555
1,1,5.530445
1,1,5.532183
3,3,5.537161
1,1,5.540339
4,4,5.548404
1,1,5.552338
2,2,5.560759
4,4,5.567846
3,3,5.579852
1,1,5.582292
3,3,5.58996
1,1,5.594625
1,1,5.596464
2,2,5.599676
1,1,5.602185
2,2,5.607022
3,3,5.614254
4,4,5.625149
1,1,5.631034
1,1,5.633506
2,2,5.637115
2,2,5.642372
1,1,5.645105
4,4,5.651806
4,4,5.655913
2,2,5.663696
2,2,5.666262
2,2,5.67672
1,1,5.680125
1,1,5.683447
1,1,5.689988
2,2,5.697635
1,1,5.699632
1,1,5.705754
2,2,5.710316
2,2,5.714568
1,1,5.716229
1,1,5.719205
1,1,5.721565
3,3,5.730921
2,2,5.733599
4,4,5.746053
2,2,5.750427
1,1,5.757134
1,1,5.760002
5,5,5.768128
1,1,5.77086
1,1,5.773247
1,1,5.778668
1,1,5.782175
1,1,5.783923
1,1,5.790557
1,1,5.797475
1,1,5.799169
2,2,5.805828
2,2,5.813093
1,1,5.81506
1,1,5.816975
6,6,5.82514
2,2,5.83231
1,1,5.834203
2,2,5.843097
1,1,5.84674
3,3,5.852899
1,1,5.854966
2,2,5.858058
4,4,5.866836
1,1,5.877334
3,3,5.884741
2,2,5.887239
4,4,5.891053
2,2,5.896652
1,1,5.898495
1,1,5.901431
1,1,5.90673
4,4,5.913825
1,1,5.915759
1,1,5.917707
1,1,5.919566
5,5,5.931372
1,1,5.935516
1,1,5.93731
4,4,5.945842
3,3,5.951991
1,1,5.953783
2,2,5.957495
1,1,5.960407
1,1,5.963852
2,2,5.969264
1,1,5.971385
6,6,5.980794
3,3,5.990614
1,1,5.996654
5,5,6.003257
1,1,6.007772
3,3,6.016595
1,1,6.018438
3,3,6.024041
2,2,6.02752
2,2,6.031516
1,1,6.033544
2,2,6.040908
3,3,6.047466
1,1,6.050899
2,2,6.054653
2,2,6.063941
1,1,6.065643
4,4,6.079158
2,2,6.0836
7,7,6.0929
1,1,6.096552
2,2,6.101646
2,2,6.11334
4,4,6.117274
5,5,6.130696
2,2,6.134101
1,1,6.137105
2,2,6.141141
1,1,6.143585
1,1,6.146476
5,5,6.15344
1,1,6.157176
1,1,6.163258
2,2,6.169571
1,1,6.177371
1,1,6.179732
2,2,6.183
1,1,6.19034
2,2,6.195204
1,1,6.196968
4,4,6.201883
4,4,6.207536
1,1,6.211291
2,2,6.214228
2,2,6.21748
1,1,6.221601
1,1,6.230401
1,1,6.234883
7,7,6.244801
1,1,6.248306
1,1,6.250203
1,1,6.254534
2,2,6.261468
1,1,6.266568
3,3,6.270003
3,3,6.27458
5,5,6.284677
1,1,6.28825
1,1,6.301138
12,12,6.320274
1,1,6.321766
2,2,6.325529
2,2,6.331023
1,1,6.332877
1,1,6.334411
5,5,6.340174
1,1,6.347858
1,1,6.349588
3,3,6.359122
1,1,6.365243
5,5,6.373096
2,2,6.377893
1,1,6.379844
1,1,6.383476
2,2,6.386933
3,3,6.392163
1,1,6.396207
6,6,6.409429
2,2,6.413586
1,1,6.415326
2,2,6.417888
7,7,6.425784
1,1,6.429221
1,1,6.43097
2,2,6.435612
3,3,6.441063
3,3,6.446529
3,3,6.451685
2,2,6.45583
1,1,6.459749
2,2,6.463456
1,1,6.466148
3,3,6.470641
2,2,6.480343
1,1,6.484746
1,1,6.486436
2,2,6.492483
1,1,6.499478
1,1,6.502556
4,4,6.51065
1,1,6.514944
2,2,6.528727
1,1,6.532226
1,1,6.53547
2,2,6.547328
1,1,6.55063
2,2,6.558114
2,2,6.563981
1,1,6.565727
1,1,6.569987
4,4,6.57454
1,1,6.580383
1,1,6.582069
1,1,6.588863
2,2,6.596259
1,1,6.599086
1,1,6.600967
4,4,6.613862
2,2,6.618043
3,3,6.62381
2,2,6.630192
1,1,6.635651
1,1,6.638229
1,1,6.648019
2,2,6.650705
2,2,6.658316
2,2,6.663115
1,1,6.665877
2,2,6.668561
2,2,6.678267
2,2,6.685092
2,2,6.688387
2,2,6.698033
1,1,6.700589
6,6,6.714556
2,2,6.717509
1,1,6.719559
1,1,6.723092
3,3,6.729936
1,1,6.732214
2,2,6.736491
1,1,6.746462
1,1,6.748676
1,1,6.750937
2,2,6.755284
1,1,6.760517
3,3,6.764947
1,1,6.767075
3,3,6.772164
1,1,6.779858
2,2,6.782493
1,1,6.78835
1,1,6.794334
3,3,6.801397
2,2,6.804688
5,5,6.814974
2,2,6.817681
1,1,6.826296
1,1,6.830163
1,1,6.833341
6,6,6.839061
1,1,6.843491
2,2,6.850444
1,1,6.852181
1,1,6.860273
1,1,6.865577
1,1,6.867647
2,2,6.871228
1,1,6.874083
1,1,6.880417
3,3,6.88404
1,1,6.885713
3,3,6.889232
1,1,6.897544
1,1,6.900213
1,1,6.902648
1,1,6.906815
4,4,6.918005
4,4,6.92375
2,2,6.929716
4,4,6.935758
1,1,6.943252
3,3,6.947606
2,2,6.951938
3,3,6.955493
2,2,6.967245
1,1,6.970676
2,2,6.975457
1,1,6.978799
6,6,6.997115
1,1,6.998961
1,1,7.003375
4,4,7.014396
1,1,7.020508
1,1,7.02299
1,1,7.029071
1,1,7.031479
1,1,7.034573
2,2,7.03891
1,1,7.04602
2,2,7.048998
2,2,7.054964
1,1,7.059096
1,1,7.065001
1,1,7.067061
1,1,7.070941
7,7,7.080858
1,1,7.082802
1,1,7.095932
2,2,7.103887
2,2,7.108717
1,1,7.113429
1,1,7.115137
1,1,7.118187
1,1,7.12255
2,2,7.127024
1,1,7.12946
4,4,7.137395
2,2,7.140269
6,6,7.151151
6,6,7.161016
1,1,7.166314
4,4,7.170714
2,2,7.175942
5,5,7.181854
1,1,7.184564
1,1,7.189255
2,2,7.195746
4,4,7.200315
2,2,7.208107
1,1,7.212197
1,1,7.214889
2,2,7.217612
2,2,7.22237
1,1,7.227732
2,2,7.231511
6,6,7.240032
4,4,7.250366
1,1,7.255492
1,1,7.258232
1,1,7.262715
2,2,7.266247
1,1,7.270393
1,1,7.272381
3,3,7.277435
1,1,7.28054
3,3,7.285658
2,2,7.295127
3,3,7.301506
1,1,7.305642
2,2,7.309749
1,1,7.314889
2,2,7.31818
1,1,7.326521
2,2,7.333464
1,1,7.335215
2,2,7.341904
1,1,7.348758
1,1,7.351967
4,4,7.36392
1,1,7.366332
2,2,7.371717
1,1,7.375192
1,1,7.378101
2,2,7.382017
1,1,7.386692
1,1,7.391218
2,2,7.400896
3,3,7.40421
3,3,7.411881
2,2,7.415576
1,1,7.417393
1,1,7.424841
1,1,7.429992
4,4,7.441258
4,4,7.447281
1,1,7.449396
4,4,7.456698
2,2,7.461887
2,2,7.466266
2,2,7.471053
1,1,7.477927
1,1,7.484322
4,4,7.490027
7,7,7.499859
2,2,7.502792
1,1,7.504894
1,1,7.5076
1,1,7.512412
1,1,7.515769
1,1,7.522907
2,2,7.527586
2,2,7.532185
1,1,7.537754
2,2,7.544569
1,1,7.546319
5,5,7.560091
3,3,7.56761
1,1,7.569873
2,2,7.572067
2,2,7.576612
2,2,7.584991
2,2,7.590072
1,1,7.594755
1,1,7.598045
4,4,7.60971
1,1,7.617333
1,1,7.619089
1,1,7.62076
1,1,7.626175
1,1,7.629056
1,1,7.632356
1,1,7.635113
1,1,7.644741
2,2,7.649225
2,2,7.65183
1,1,7.656894
1,1,7.665607
1,1,7.667652
3,3,7.670658
1,1,7.672113
4,4,7.679282
1,1,7.681052
2,2,7.691193
5,5,7.698415
1,1,7.702218
2,2,7.704996
1,1,7.707789
3,3,7.713053
1,1,7.715396
1,1,7.721719
1,1,7.724717
6,6,7.734163
2,2,7.74563
1,1,7.749024
2,2,7.752238
1,1,7.754407
1,1,7.762616
1,1,7.764737
2,2,7.768213
3,3,7.778848
2,2,7.78394
1,1,7.790469
1,1,7.794117
3,3,7.798634
1,1,7.803982
1,1,7.806871
2,2,7.810637
1,1,7.813143
2,2,7.819306
1,1,7.833752
3,3,7.841389
2,2,7.845298
2,2,7.86358
1,1,7.86623
4,4,7.870211
1,1,7.871714
1,1,7.873895
4,4,7.881635
2,2,7.889736
1,1,7.892514
1,1,7.896759
1,1,7.898624
2,2,7.903654
2,2,7.910593
1,1,7.913709
1,1,7.915939
1,1,7.918135
2,2,7.92404
2,2,7.931678
2,2,7.936018
1,1,7.938539
1,1,7.944667
3,3,7.951117
4,4,7.963436
1,1,7.965479
1,1,7.972643
1,1,7.981069
1,1,7.983349
1,1,7.99112
1,1,7.995125
3,3,8.00084
1,1,8.003763
1,1,8.010603
1,1,8.013578
2,2,8.01811
1,1,8.020442
3,3,8.029483
1,1,8.031183
1,1,8.037746
1,1,8.040756
1,1,8.044956
2,2,8.048573
2,2,8.052351
4,4,8.065385
2,2,8.068344
3,3,8.072974
4,4,8.083148
5,5,8.088894
3,3,8.09474
1,1,8.098583
1,1,8.101055
3,3,8.112691
1,1,8.114458
1,1,8.117854
1,1,8.120715
3,3,8.124107
1,1,8.127084
1,1,8.130101
3,3,8.135766
3,3,8.13997
1,1,8.144412
1,1,8.147244
1,1,8.155415
1,1,8.160384
3,3,8.166039
2,2,8.169221
4,4,8.176957
1,1,8.180987
1,1,8.182683
1,1,8.185714
1,1,8.190478
4,4,8.198083
1,1,8.201183
1,1,8.203593
1,1,8.206282
1,1,8.211533
1,1,8.213956
1,1,8.215597
1,1,8.226936
1,1,8.229536
1,1,8.232251
2,2,8.236451
1,1,8.240522
5,5,8.249161
1,1,8.251493
1,1,8.254194
2,2,8.2645
2,2,8.26986
1,1,8.272363
1,1,8.274983
1,1,8.281563
2,2,8.28548
5,5,8.299116
1,1,8.301055
4,4,8.314745
1,1,8.316909
1,1,8.31965
1,1,8.324605
3,3,8.337042
1,1,8.339341
1,1,8.345385
4,4,8.352301
1,1,8.358167
1,1,8.36176
2,2,8.365855
1,1,8.367703
5,5,8.381395
1,1,8.383668
5,5,8.396078
1,1,8.397891
1,1,8.403057
1,1,8.408655
3,3,8.415246
1,1,8.417038
2,2,8.422086
3,3,8.431069
3,3,8.437665
1,1,8.441626
6,6,8.457555
4,4,8.464451
2,2,8.468141
3,3,8.471928
7,7,8.484227
1,1,8.489986
1,1,8.492794
1,1,8.495509
1,1,8.498913
3,3,8.50773
2,2,8.514052
2,2,8.516698
1,1,8.520821
1,1,8.525178
1,1,8.532543
1,1,8.534649
1,1,8.539056
1,1,8.542724
2,2,8.547966
1,1,8.550059
2,2,8.558802
1,1,8.567273
3,3,8.570394
6,6,8.581204
1,1,8.586915
3,3,8.597833
1,1,8.599928
2,2,8.607646
1,1,8.611156
2,2,8.614109
3,3,8.618486
3,3,8.622534
1,1,8.625719
1,1,8.628671
1,1,8.630713
4,4,8.636841
4,4,8.645987
3,3,8.650982
1,1,8.65319
4,4,8.659539
4,4,8.66592
3,3,8.669041
3,3,8.672891
1,1,8.675813
1,1,8.683855
2,2,8.687963
2,2,8.691931
1,1,8.698249
1,1,8.703354
1,1,8.705933
2,2,8.712366
1,1,8.714669
1,1,8.720901
4,4,8.728213
3,3,8.732384
1,1,8.734196
1,1,8.742604
2,2,8.749164
2,2,8.753554
2,2,8.763139
2,2,8.767207
1,1,8.77445
2,2,8.779703
6,6,8.787303
1,1,8.790626
1,1,8.795582
4,4,8.804145
1,1,8.806669
5,5,8.821155
7,7,8.832896
1,1,8.835034
3,3,8.845117
1,1,8.847564
1,1,8.852904
1,1,8.85461
4,4,8.860839
1,1,8.864007
3,3,8.870743
4,4,8.879365
1,1,8.881578
1,1,8.885095
1,1,8.887862
1,1,8.889944
2,2,8.89559
1,1,8.898176
1,1,8.900287
1,1,8.902058
6,6,8.913192
1,1,8.919428
2,2,8.924813
1,1,8.930463
1,1,8.933908
2,2,8.937992
1,1,8.939809
4,4,8.947256
3,3,8.952377
1,1,8.96248
2,2,8.965966
2,2,8.969364
1,1,8.971239
2,2,8.979689
1,1,8.981581
1,1,8.983934
1,1,8.985625
1,1,8.988113
5,5,8.999468
1,1,9.001266
1,1,9.005609
1,1,9.015014
2,2,9.018561
1,1,9.020709
3,3,9.03228
2,2,9.038392
1,1,9.041454
3,3,9.047536
1,1,9.0504
1,1,9.058687
1,1,9.062315
2,2,9.06808
2,2,9.073842
1,1,9.081379
1,1,9.084472
2,2,9.0888
1,1,9.096321
1,1,9.099661
2,2,9.104661
1,1,9.107475
1,1,9.112245
1,1,9.114732
1,1,9.118342
1,1,9.120676
1,1,9.122975
2,2,9.129763
1,1,9.131546
2,2,9.135019
2,2,9.139357
1,1,9.146938
1,1,9.149072
1,1,9.152192
5,5,9.158496
1,1,9.167892
2,2,9.171973
1,1,9.174066
3,3,9.181489
1,1,9.188411
1,1,9.193607
1,1,9.196505
1,1,9.198362
2,2,9.204202
2,2,9.21136
1,1,9.213533
7,7,9.22202
1,1,9.232813
1,1,9.236338
4,4,9.245987
2,2,9.249705
1,1,9.253179
3,3,9.265837
3,3,9.272321
1,1,9.27739
1,1,9.280862
2,2,9.28557
1,1,9.291736
1,1,9.297886
2,2,9.311666
3,3,9.317028
3,3,9.321894
1,1,9.329496
1,1,9.333296
3,3,9.34227
1,1,9.346497
1,1,9.348227
2,2,9.355193
1,1,9.360869
2,2,9.36341
2,2,9.369665
1,1,9.372492
2,2,9.377906
5,5,9.385819
2,2,9.392505
1,1,9.398378
3,3,9.402491
3,3,9.406671
4,4,9.412886
4,4,9.422679
2,2,9.430864
1,1,9.432644
1,1,9.436036
1,1,9.44198
1,1,9.448069
1,1,9.450754
1,1,9.453768
1,1,9.457666
1,1,9.461843
1,1,9.463973
2,2,9.468535
2,2,9.472631
3,3,9.480055
1,1,9.481945
5,5,9.488836
1,1,9.494624
6,6,9.50255
1,1,9.504088
1,1,9.50659
1,1,9.510838
1,1,9.514347
2,2,9.517907
2,2,9.522528
4,4,9.538493
1,1,9.540993
1,1,9.543838
3,3,9.548684
6,6,9.564426
2,2,9.567169
1,1,9.570918
2,2,9.576162
1,1,9.580264
1,1,9.588755
2,2,9.595856
3,3,9.604911
5,5,9.618727
1,1,9.621075
1,1,9.623711
2,2,9.629075
4,4,9.635067
2,2,9.638147
5,5,9.64739
2,2,9.650501
1,1,9.655401
3,3,9.662675
6,6,9.672088
1,1,9.674363
2,2,9.680776
6,6,9.686991
3,3,9.690243
1,1,9.69383
2,2,9.698233
1,1,9.700284
1,1,9.701997
2,2,9.705284
1,1,9.717031
1,1,9.719399
2,2,9.721964
4,4,9.73077
1,1,9.737452
3,3,9.7496
2,2,9.752775
1,1,9.758713
3,3,9.767448
1,1,9.774411
2,2,9.779265
1,1,9.78101
1,1,9.787849
1,1,9.790821
1,1,9.794871
1,1,9.79654
2,2,9.802938
2,2,9.809951
1,1,9.813458
1,1,9.81585
2,2,9.823803
1,1,9.828234
1,1,9.829945
4,4,9.836202
2,2,9.843614
3,3,9.847368
7,7,9.863269
1,1,9.864965
1,1,9.871634
5,5,9.881256
4,4,9.88738
1,1,9.892018
3,3,9.900344
4,4,9.904488
1,1,9.906285
8,8,9.916255
3,3,9.923157
2,2,9.927965
2,2,9.931552
3,3,9.935952
4,4,9.94233
1,1,9.944912
1,1,9.948997
1,1,9.951316
1,1,9.954192
2,2,9.957406
1,1,9.963143
1,1,9.964662
4,4,9.97037
1,1,9.971969
1,1,9.974341
1,1,9.978072
1,1,9.980349
1,1,9.982186
1,1,9.984122
5,5,9.990305
4,4,9.999993
2,2,10.002336
1,1,10.003872
2,2,10.006427
1,1,10.010768
2,2,10.014293
1,1,10.01609
4,4,10.019747
1,1,10.022613
1,1,10.026219
1,1,10.028696
1,1,10.030704
2,2,10.035202
1,1,10.036886
1,1,10.042918
1,1,10.04624
4,4,10.063661
2,2,10.06917
8,8,10.089104
1,1,10.091066
5,5,10.102897
1,1,10.106294
1,1,10.10868
1,1,10.116139
1,1,10.120068
2,2,10.125845
2,2,10.131315
1,1,10.135996
1,1,10.144605
2,2,10.151006
2,2,10.156299
1,1,10.159442
1,1,10.167309
2,2,10.172933
2,2,10.177281
3,3,10.182281
1,1,10.186164
1,1,10.190576
1,1,10.193883
1,1,10.195628
5,5,10.211153
1,1,10.21373
1,1,10.216203
1,1,10.219966
2,2,10.22766
2,2,10.231024
1,1,10.234651
1,1,10.236549
1,1,10.241663
3,3,10.247006
2,2,10.249606
1,1,10.253684
1,1,10.257687
2,2,10.266451
1,1,10.26978
1,1,10.271582
2,2,10.278691
2,2,10.281755
1,1,10.289512
1,1,10.293051
1,1,10.29842
1,1,10.300345
1,1,10.302518
2,2,10.30616
3,3,10.313578
1,1,10.318239
3,3,10.322639
1,1,10.327059
7,7,10.344076
2,2,10.348394
1,1,10.350477
1,1,10.355618
2,2,10.362536
2,2,10.364979
1,1,10.36948
7,7,10.380863
2,2,10.384201
1,1,10.386398
1,1,10.390616
1,1,10.392525
3,3,10.404161
3,3,10.411204
2,2,10.415309
4,4,10.430579
2,2,10.436312
3,3,10.443634
9,9,10.461384
5,5,10.473238
1,1,10.478885
1,1,10.48344
1,1,10.486044
1,1,10.492009
2,2,10.496907
1,1,10.498968
2,2,10.502
1,1,10.504046
3,3,10.512296
2,2,10.516065
3,3,10.521008
7,7,10.532387
1,1,10.536862
6,6,10.546306
2,2,10.551398
8,8,10.562453
1,1,10.566509
3,3,10.571717
1,1,10.579266
1,1,10.581221
4,4,10.58847
1,1,10.590272
2,2,10.593826
2,2,10.598275
2,2,10.605367
1,1,10.608963
4,4,10.61494
3,3,10.622547
1,1,10.627183
1,1,10.631062
1,1,10.632989
1,1,10.636763
1,1,10.643071
1,1,10.648871
1,1,10.652966
1,1,10.654694
1,1,10.658828
1,1,10.664559
1,1,10.666335
2,2,10.674931
1,1,10.680396
4,4,10.684581
2,2,10.69193
3,3,10.697189
1,1,10.70281
1,1,10.704622
2,2,10.711562
1,1,10.713308
1,1,10.717729
1,1,10.721464
1,1,10.723185
1,1,10.724869
1,1,10.73138
4,4,10.736976
1,1,10.739809
2,2,10.7488
1,1,10.752334
3,3,10.758453
1,1,10.760435
1,1,10.766333
3,3,10.773181
1,1,10.775325
1,1,10.7793
1,1,10.785279
6,6,10.797136
1,1,10.799334
1,1,10.802506
4,4,10.811919
1,1,10.820793
1,1,10.822956
1,1,10.825436
1,1,10.830701
3,3,10.834992
1,1,10.840513
1,1,10.845914
2,2,10.849441
1,1,10.853104
1,1,10.85566
2,2,10.861619
1,1,10.863316
2,2,10.870613
3,3,10.879319
1,1,10.881857
3,3,10.887203
1,1,10.88971
1,1,10.893433
1,1,10.895213
4,4,10.905206
1,1,10.911361
3,3,10.919938
1,1,10.923896
1,1,10.926343
1,1,10.947988
4,4,10.955074
1,1,10.959786
2,2,10.964054
2,2,10.969802
2,2,10.973785
1,1,10.978418
1,1,10.980535
2,2,10.986972
6,6,10.9975
1,1,10.999208
1,1,11.000947
2,2,11.013117
2,2,11.016238
2,2,11.020027
1,1,11.024176
1,1,11.027824
2,2,11.030629
1,1,11.037889
4,4,11.044774
1,1,11.048285
1,1,11.05394
2,2,11.059064
1,1,11.063168
2,2,11.069249
2,2,11.072839
3,3,11.079108
3,3,11.08512
3,3,11.092726
1,1,11.099144
4,4,11.107141
1,1,11.109138
1,1,11.115726
4,4,11.120665
1,1,11.125265
1,1,11.127882
2,2,11.131983
6,6,11.138137
3,3,11.14144
1,1,11.143124
3,3,11.153624
1,1,11.156196
1,1,11.158197
1,1,11.160697
3,3,11.166588
1,1,11.16833
1,1,11.171788
1,1,11.173745
4,4,11.181605
4,4,11.187903
1,1,11.19035
1,1,11.192467
2,2,11.203209
3,3,11.207019
1,1,11.208887
2,2,11.213261
1,1,11.218165
1,1,11.222034
1,1,11.224616
1,1,11.226709
1,1,11.230605
1,1,11.232604
2,2,11.236038
2,2,11.239428
2,2,11.246315
1,1,11.249826
1,1,11.252546
4,4,11.261903
1,1,11.265706
2,2,11.272439
1,1,11.275034
1,1,11.279974
2,2,11.287429
1,1,11.291566
1,1,11.293769
1,1,11.297824
1,1,11.303533
1,1,11.307451
2,2,11.310481
3,3,11.314734
3,3,11.398307
4,4,11.403467
1,1,11.405615
3,3,11.423313
2,2,11.433566
1,1,11.435918
3,3,11.44328
1,1,11.44554
2,2,11.462503
6,6,11.469865
2,2,11.494444
4,4,11.499679
2,2,11.510751
1,1,11.512978
2,2,11.515327
1,1,11.516913
1,1,11.523289
3,3,11.527207
3,3,11.530455
1,1,11.532122
1,1,11.545421
4,4,11.549797
1,1,11.551296
2,2,11.553529
3,3,11.561243
1,1,11.563744
1,1,11.565948
6,6,11.571087
2,2,11.585386
2,2,11.590771
1,1,11.593191
5,5,11.60478
2,2,11.610327
1,1,11.613917
1,1,11.616755
3,3,11.623822
1,1,11.632409
1,1,11.641289
2,2,11.644429
1,1,11.649608
2,2,11.675912
1,1,11.677862
1,1,11.680152
2,2,11.684137
2,2,11.693599
1,1,11.696043
2,2,11.699336
1,1,11.701011
1,1,11.709698
1,1,11.71176
1,1,11.713488
1,1,11.715281
4,4,11.723722
1,1,11.725509
4,4,11.730888
5,5,11.736411
2,2,11.769203
1,1,11.772318
3,3,11.779092
1,1,11.781346
1,1,11.801288
2,2,11.804959
3,3,11.807793
2,2,11.811315
2,2,11.822886
1,1,11.825523
1,1,11.827868
2,2,11.831312
2,2,11.841061
1,1,11.843815
4,4,11.849514
2,2,11.855612
2,2,11.863509
1,1,11.86631
1,1,11.868802
5,5,11.874599
2,2,11.878677
2,2,11.881504
1,1,11.883251
1,1,11.885948
3,3,11.893093
4,4,11.89733
3,3,11.902482
1,1,11.904534
1,1,11.911746
1,1,11.913766
1,1,11.915527
5,5,11.920851
4,4,11.928584
1,1,11.930818
2,2,11.933425
1,1,11.948917
4,4,11.962658
1,1,11.965035
2,2,11.968101
1,1,11.970351
1,1,11.979403
2,2,11.982821
2,2,11.985944
2,2,12.000731
3,3,12.006899
6,6,12.014011
1,1,12.01636
2,2,12.019363
1,1,12.027007
3,3,12.035053
2,2,12.038357
3,3,12.042888
1,1,12.048655
1,1,12.050427
3,3,12.057697
9,9,12.075319
2,2,12.082241
1,1,12.084038
1,1,12.085814
1,1,12.096589
1,1,12.09973
1,1,12.101621
3,3,12.108541
1,1,12.110234
1,1,12.11386
1,1,12.117918
1,1,12.120965
4,4,12.127205
1,1,12.129726
1,1,12.136987
2,2,12.143721
1,1,12.146968
1,1,12.151814
1,1,12.163776
2,2,12.171216
1,1,12.17719
1,1,12.180826
5,5,12.196846
3,3,12.20035
1,1,12.203552
1,1,12.209272
1,1,12.212843
6,6,12.224832
3,3,12.230893
4,4,12.242831
1,1,12.246464
5,5,12.258997
3,3,12.26594
3,3,12.276689
1,1,12.280777
2,2,12.283421
1,1,12.287848
2,2,12.295194
2,2,12.299946
1,1,12.30172
3,3,12.307608
1,1,12.317219
1,1,12.322097
1,1,12.324234
2,2,12.328492
4,4,12.341457
2,2,12.346634
2,2,12.350082
5,5,12.362386
3,3,12.371763
2,2,12.375983
1,1,12.377742
1,1,12.386846
1,1,12.390194
1,1,12.393774
2,2,12.399012
2,2,12.406307
1,1,12.409453
1,1,12.41427
1,1,12.417119
1,1,12.419343
2,2,12.426043
3,3,12.432118
2,2,12.436322
1,1,12.438143
4,4,12.450147
1,1,12.452058
1,1,12.45542
1,1,12.459315
3,3,12.468062
1,1,12.472404
1,1,12.475786
4,4,12.485618
7,7,12.498379
3,3,12.503963
1,1,12.508485
1,1,12.510177
2,2,12.517078
4,4,12.522914
1,1,12.526424
1,1,12.532248
1,1,12.53772
9,9,12.551424
5,5,12.561188
1,1,12.565018
4,4,12.572288
5,5,12.584172
1,1,12.587384
1,1,12.589113
3,3,12.597876
4,4,12.608639
3,3,12.614581
1,1,12.619443
2,2,12.625346
2,2,12.632387
1,1,12.634195
2,2,12.637678
2,2,12.642526
1,1,12.64833
1,1,12.650402
2,2,12.658649
2,2,12.666112
1,1,12.671977
2,2,12.676547
3,3,12.686538
2,2,12.692409
4,4,12.700608
2,2,12.709198
2,2,12.717168
4,4,12.729042
4,4,12.736623
1,1,12.740679
5,5,12.754943
2,2,12.758865
3,3,12.766504
4,4,12.773327
3,3,12.782497
2,2,12.789295
5,5,12.795609
3,3,12.803676
2,2,12.808286
1,1,12.81906
2,2,12.822803
1,1,12.826863
2,2,12.830878
1,1,12.833367
1,1,12.84164
1,1,12.844138
3,3,12.853113
1,1,12.857247
2,2,12.864416
4,4,12.870689
1,1,12.872399
1,1,12.876782
1,1,12.883513
2,2,12.888346
1,1,12.892649
2,2,12.898947
1,1,12.90064
1,1,12.902516
1,1,12.90477
1,1,12.908967
1,1,12.910761
1,1,12.914429
2,2,12.917342
1,1,12.921497
2,2,12.925047
1,1,12.928445
1,1,12.931951
1,1,12.937906
1,1,12.942631
3,3,12.949864
1,1,12.954068
1,1,12.959762
3,3,12.964857
1,1,12.968908
2,2,12.97459
