#{"t_start": 1643754310.58131, "env_id": null}
r,l,t
1,1,10.09094
3,3,10.095769
2,2,10.099589
1,1,10.103364
1,1,10.106644
2,2,10.110357
1,1,10.113615
1,1,10.117177
1,1,10.120167
3,3,10.124752
3,3,10.128757
1,1,10.132357
1,1,10.135365
1,1,10.137792
5,5,10.143543
2,2,10.147727
1,1,10.150855
3,3,10.155029
4,4,10.159572
1,1,10.162402
3,3,10.167106
3,3,10.170736
1,1,10.173192
1,1,10.176275
1,1,10.178781
1,1,10.181912
1,1,10.184493
1,1,10.188169
2,2,10.193895
1,1,10.198308
1,1,10.202366
1,1,10.207334
4,4,10.218006
2,2,10.224092
1,1,10.229377
1,1,10.259851
1,1,10.265617
2,2,10.290348
1,1,10.29596
6,6,10.31012
5,5,10.320759
7,7,10.33595
2,2,10.343278
2,2,10.35173
7,7,10.36548
1,1,10.37011
1,1,10.37343
6,6,10.387434
1,1,10.391131
1,1,10.393968
2,2,10.400038
3,3,10.408393
1,1,10.411933
3,3,10.41789
1,1,10.422276
1,1,10.427251
1,1,10.430953
5,5,10.438332
1,1,10.441964
3,3,10.4514
2,2,10.459394
2,2,10.466826
4,4,10.47504
1,1,10.481472
1,1,10.488777
2,2,10.497424
1,1,10.503871
2,2,10.511987
2,2,10.519576
3,3,10.528748
2,2,10.536888
3,3,10.548211
2,2,10.556607
1,1,10.563727
1,1,10.569105
3,3,10.579996
1,1,10.587667
1,1,10.593867
1,1,10.59989
1,1,10.608328
1,1,10.612937
1,1,10.620129
2,2,10.627794
15,15,10.659953
4,4,10.666059
1,1,10.669424
4,4,10.676666
1,1,10.680412
1,1,10.684513
1,1,10.687293
3,3,10.692813
1,1,10.697518
1,1,10.701219
7,7,10.71017
1,1,10.713865
3,3,10.72544
3,3,10.732798
1,1,10.736189
1,1,10.742875
1,1,10.749929
3,3,10.756916
1,1,10.759772
5,5,10.768432
1,1,10.774644
6,6,10.785024
3,3,10.790627
1,1,10.794842
1,1,10.798874
1,1,10.804036
2,2,10.808313
4,4,10.815155
2,2,10.820282
1,1,10.823714
3,3,10.829053
4,4,10.8369
2,2,10.843123
2,2,10.849423
1,1,10.854388
5,5,10.862047
2,2,10.868878
3,3,10.8766
1,1,10.879578
6,6,10.888876
1,1,10.893434
3,3,10.899275
1,1,10.902846
1,1,10.90592
1,1,10.909813
1,1,10.913311
1,1,10.916467
2,2,10.920366
8,8,10.934253
6,6,10.943859
1,1,10.946827
1,1,10.950335
1,1,10.954557
1,1,10.958252
1,1,10.961075
1,1,10.964522
1,1,10.968313
1,1,10.971483
1,1,10.974476
1,1,10.977468
1,1,10.981924
1,1,10.985412
1,1,10.98908
4,4,10.994722
1,1,10.998592
3,3,11.005231
5,5,11.01163
1,1,11.014408
1,1,11.018641
1,1,11.022293
2,2,11.026363
4,4,11.031878
3,3,11.038013
5,5,11.04568
4,4,11.051401
1,1,11.054548
1,1,11.058134
2,2,11.062678
5,5,11.070064
1,1,11.072654
1,1,11.076132
1,1,11.078852
3,3,11.083919
1,1,11.087026
2,2,11.092471
5,5,11.10036
1,1,11.105259
1,1,11.109813
2,2,11.122821
4,4,11.131791
2,2,11.136554
4,4,11.142999
1,1,11.146724
2,2,11.152793
1,1,11.155948
2,2,11.160015
2,2,11.167153
1,1,11.171282
1,1,11.17493
3,3,11.184459
2,2,11.192164
3,3,11.19859
4,4,11.20709
1,1,11.209945
2,2,11.214909
1,1,11.220248
4,4,11.228149
2,2,11.232486
2,2,11.239635
2,2,11.24346
1,1,11.246473
1,1,11.249775
5,5,11.258774
2,2,11.26337
1,1,11.267772
1,1,11.271889
2,2,11.27661
1,1,11.280416
1,1,11.284659
1,1,11.28881
2,2,11.293645
2,2,11.298262
2,2,11.303106
2,2,11.307483
2,2,11.312278
3,3,11.319237
2,2,11.326263
2,2,11.335956
1,1,11.348027
8,8,11.368653
2,2,11.378887
1,1,11.412931
1,1,11.433426
1,1,11.439043
1,1,11.4443
3,3,11.454736
2,2,11.465333
1,1,11.470987
3,3,11.480644
1,1,11.48687
2,2,11.500288
2,2,11.508416
3,3,11.51738
1,1,11.522493
1,1,11.530223
3,3,11.541202
2,2,11.551665
1,1,11.558767
1,1,11.575424
2,2,11.58489
1,1,11.591555
4,4,11.605679
1,1,11.615652
1,1,11.622409
2,2,11.627233
2,2,11.633534
1,1,11.641206
1,1,11.647352
1,1,11.652801
3,3,11.657866
3,3,11.664133
4,4,11.671403
2,2,11.67612
1,1,11.679258
3,3,11.685988
1,1,11.690532
1,1,11.693609
2,2,11.697295
1,1,11.701287
5,5,11.709633
1,1,11.712179
2,2,11.716706
4,4,11.724422
2,2,11.728554
9,9,11.739884
2,2,11.743364
3,3,11.748749
1,1,11.753009
2,2,11.756483
5,5,11.762577
2,2,11.767312
1,1,11.771494
2,2,11.775187
2,2,11.778972
1,1,11.783204
1,1,11.788349
1,1,11.792282
1,1,11.795899
1,1,11.800076
1,1,11.804673
2,2,11.811493
1,1,11.816275
8,8,11.832139
5,5,11.844819
1,1,11.850602
1,1,11.854488
1,1,11.861737
1,1,11.866297
3,3,11.872945
1,1,11.878983
1,1,11.885073
1,1,11.891706
5,5,11.906414
1,1,11.910329
1,1,11.915861
2,2,11.921608
1,1,11.925012
1,1,11.930991
3,3,11.938959
1,1,11.94438
1,1,11.948368
1,1,11.953299
2,2,11.961173
1,1,11.967942
1,1,11.973823
2,2,11.981798
3,3,11.995056
1,1,12.002992
4,4,12.013371
1,1,12.018173
3,3,12.029269
2,2,12.037774
1,1,12.042235
2,2,12.04828
1,1,12.056181
1,1,12.06035
1,1,12.066577
3,3,12.074364
1,1,12.079405
2,2,12.086574
1,1,12.091443
1,1,12.095978
4,4,12.106313
1,1,12.112569
1,1,12.11701
1,1,12.121044
1,1,12.126823
2,2,12.132413
3,3,12.140193
4,4,12.148448
9,9,12.16725
4,4,12.176187
1,1,12.18015
2,2,12.186446
1,1,12.192943
2,2,12.199473
2,2,12.205088
1,1,12.209389
5,5,12.220436
3,3,12.229433
1,1,12.23353
4,4,12.242769
1,1,12.247783
1,1,12.252484
2,2,12.259034
2,2,12.264963
1,1,12.270092
1,1,12.274226
3,3,12.282345
2,2,12.287786
1,1,12.292345
1,1,12.296628
1,1,12.301755
1,1,12.30531
1,1,12.309257
5,5,12.319987
3,3,12.327344
4,4,12.333705
1,1,12.338667
1,1,12.342159
3,3,12.346654
1,1,12.350129
3,3,12.358316
1,1,12.362831
4,4,12.369056
1,1,12.372113
1,1,12.376796
4,4,12.383571
3,3,12.3891
1,1,12.392984
3,3,12.399997
3,3,12.405621
3,3,12.411279
2,2,12.416782
1,1,12.422472
1,1,12.426576
2,2,12.43126
1,1,12.43645
5,5,12.445124
1,1,12.449448
1,1,12.452856
1,1,12.456309
1,1,12.46009
3,3,12.467832
1,1,12.472251
3,3,12.477751
1,1,12.484227
1,1,12.48968
1,1,12.493135
2,2,12.497438
2,2,12.503191
2,2,12.508778
1,1,12.512056
3,3,12.517709
5,5,12.525732
1,1,12.529743
1,1,12.53413
1,1,12.538596
1,1,12.542781
3,3,12.54902
1,1,12.5522
2,2,12.557648
1,1,12.562151
3,3,12.568811
1,1,12.572202
2,2,12.578152
1,1,12.58232
1,1,12.58658
1,1,12.589607
1,1,12.592651
1,1,12.597902
5,5,12.60576
5,5,12.61342
3,3,12.618861
1,1,12.622578
2,2,12.628079
4,4,12.634111
4,4,12.640898
1,1,12.644506
1,1,12.648332
2,2,12.652739
1,1,12.655707
1,1,12.659396
2,2,12.665789
1,1,12.669295
3,3,12.674874
2,2,12.679604
7,7,12.690145
5,5,12.697051
1,1,12.700153
2,2,12.706042
1,1,12.709053
1,1,12.711885
5,5,12.720328
1,1,12.724728
3,3,12.732145
1,1,12.735571
2,2,12.740032
2,2,12.746702
3,3,12.755454
4,4,12.763563
2,2,12.770357
1,1,12.775923
1,1,12.779757
2,2,12.785099
2,2,12.790522
1,1,12.7961
4,4,12.804484
1,1,12.807441
1,1,12.810569
1,1,12.814386
2,2,12.820275
2,2,12.824814
2,2,12.828644
2,2,12.836107
6,6,12.849086
3,3,12.858549
2,2,12.864174
2,2,12.870728
2,2,12.877273
1,1,12.8802
1,1,12.883302
2,2,12.888823
1,1,12.892812
1,1,12.89596
5,5,12.905948
2,2,12.911138
5,5,12.920358
3,3,12.926808
2,2,12.931526
5,5,12.940918
3,3,12.947444
1,1,12.951189
2,2,12.955727
3,3,12.962145
2,2,12.967726
3,3,12.97272
8,8,12.983209
1,1,12.987676
4,4,12.994037
1,1,12.99687
4,4,13.004071
1,1,13.007857
1,1,13.011319
1,1,13.014068
1,1,13.017772
1,1,13.02149
2,2,13.02576
1,1,13.028337
1,1,13.031016
3,3,13.038468
1,1,13.042447
2,2,13.046903
1,1,13.051763
1,1,13.056679
1,1,13.06128
5,5,13.072066
1,1,13.076042
1,1,13.080377
1,1,13.085761
2,2,13.09063
1,1,13.094005
1,1,13.097836
1,1,13.102083
5,5,13.111325
6,6,13.121084
1,1,13.126169
1,1,13.13014
2,2,13.135848
1,1,13.138712
1,1,13.142572
1,1,13.146743
2,2,13.151581
5,5,13.159591
1,1,13.163743
6,6,13.172812
1,1,13.175657
3,3,13.180657
2,2,13.187461
6,6,13.197982
1,1,13.202495
1,1,13.206094
1,1,13.20992
1,1,13.213645
2,2,13.21851
2,2,13.223421
1,1,13.228151
5,5,13.238462
1,1,13.241775
2,2,13.246476
1,1,13.250477
1,1,13.255187
2,2,13.259001
5,5,13.266304
4,4,13.27384
2,2,13.278124
1,1,13.281363
3,3,13.286118
1,1,13.290225
3,3,13.295665
1,1,13.299117
2,2,13.303521
5,5,13.311424
1,1,13.315051
1,1,13.318013
2,2,13.321768
1,1,13.326254
1,1,13.330045
1,1,13.333272
6,6,13.34121
1,1,13.346152
2,2,13.350831
3,3,13.357108
1,1,13.360742
4,4,13.368679
3,3,13.374389
1,1,13.377391
2,2,13.381322
1,1,13.38534
1,1,13.389131
2,2,13.393874
4,4,13.400909
1,1,13.405428
1,1,13.409264
1,1,13.412427
3,3,13.41836
1,1,13.422772
1,1,13.426727
3,3,13.431771
2,2,13.43566
1,1,13.440215
1,1,13.462019
2,2,13.465684
1,1,13.468265
1,1,13.472049
2,2,13.476338
1,1,13.479209
1,1,13.481988
4,4,13.489064
1,1,13.492141
1,1,13.494913
2,2,13.498282
1,1,13.502214
2,2,13.506859
1,1,13.509619
1,1,13.51235
1,1,13.515795
4,4,13.521922
1,1,13.524642
3,3,13.529301
2,2,13.533935
2,2,13.539244
1,1,13.54241
1,1,13.545102
2,2,13.551084
1,1,13.556034
1,1,13.55987
4,4,13.569361
6,6,13.58088
2,2,13.58975
1,1,13.59491
3,3,13.603997
1,1,13.611104
1,1,13.617243
3,3,13.628332
1,1,13.6352
1,1,13.642932
1,1,13.648528
4,4,13.659582
1,1,13.664034
3,3,13.674171
1,1,13.678014
3,3,13.685686
1,1,13.690506
1,1,13.694628
4,4,13.706506
1,1,13.709589
1,1,13.714039
1,1,13.721042
2,2,13.726551
1,1,13.730206
3,3,13.73874
2,2,13.745416
3,3,13.754318
3,3,13.76437
1,1,13.768963
4,4,13.786922
2,2,13.79453
4,4,13.806141
1,1,13.811713
4,4,13.829224
2,2,13.839121
2,2,13.847657
2,2,13.85816
2,2,13.867683
2,2,13.87657
2,2,13.884745
1,1,13.891839
1,1,13.9001
3,3,13.910545
1,1,13.914869
2,2,13.9226
1,1,13.92663
5,5,13.938142
1,1,13.942076
1,1,13.948792
2,2,13.95856
5,5,13.967797
2,2,13.973682
1,1,13.977516
1,1,13.982661
1,1,13.989775
3,3,14.003141
6,6,14.012083
1,1,14.016424
2,2,14.022852
1,1,14.026489
1,1,14.029756
3,3,14.038155
1,1,14.042191
2,2,14.0464
4,4,14.053774
3,3,14.060366
2,2,14.065986
1,1,14.069635
4,4,14.07623
5,5,14.086808
1,1,14.090196
1,1,14.093294
1,1,14.096521
1,1,14.103558
1,1,14.107837
2,2,14.111753
1,1,14.114986
1,1,14.120589
1,1,14.124794
2,2,14.12885
1,1,14.133245
1,1,14.13772
3,3,14.143368
4,4,14.151347
2,2,14.156155
1,1,14.160407
1,1,14.163903
1,1,14.167949
1,1,14.171647
1,1,14.175448
1,1,14.17885
1,1,14.182769
2,2,14.18785
2,2,14.192954
2,2,14.198324
1,1,14.201944
2,2,14.206153
5,5,14.214305
1,1,14.219294
1,1,14.222831
2,2,14.226651
1,1,14.23091
3,3,14.238638
1,1,14.241598
3,3,14.246447
2,2,14.252721
2,2,14.258603
1,1,14.263107
1,1,14.267811
2,2,14.273728
5,5,14.284711
1,1,14.288242
3,3,14.294362
1,1,14.301356
2,2,14.306919
2,2,14.311242
2,2,14.316846
1,1,14.321312
5,5,14.330494
2,2,14.336507
2,2,14.341407
1,1,14.345461
1,1,14.349525
2,2,14.353768
2,2,14.358051
1,1,14.362466
2,2,14.369452
2,2,14.373841
3,3,14.378816
2,2,14.385655
5,5,14.393505
3,3,14.400689
1,1,14.405806
6,6,14.417131
2,2,14.424311
1,1,14.427732
1,1,14.433677
2,2,14.440615
1,1,14.443816
1,1,14.447339
1,1,14.451855
1,1,14.456634
4,4,14.466148
2,2,14.471558
2,2,14.475772
1,1,14.48112
3,3,14.489482
2,2,14.493217
1,1,14.497508
1,1,14.503692
1,1,14.507799
3,3,14.513734
1,1,14.518852
2,2,14.525318
1,1,14.529883
1,1,14.534807
1,1,14.538727
2,2,14.544052
3,3,14.552143
1,1,14.555632
2,2,14.559793
2,2,14.565635
2,2,14.571664
1,1,14.5746
1,1,14.577898
2,2,14.583587
2,2,14.58973
1,1,14.593092
2,2,14.596787
1,1,14.603308
3,3,14.610413
3,3,14.617086
1,1,14.62094
1,1,14.62501
5,5,14.633962
1,1,14.637442
1,1,14.640842
2,2,14.645809
7,7,14.657955
1,1,14.660951
1,1,14.663843
2,2,14.670724
2,2,14.675291
1,1,14.678263
1,1,14.682566
1,1,14.687787
5,5,14.694991
2,2,14.700051
1,1,14.704094
1,1,14.707806
3,3,14.713187
3,3,14.718402
1,1,14.721402
1,1,14.725483
2,2,14.730824
1,1,14.734141
2,2,14.738363
3,3,14.744117
3,3,14.749949
2,2,14.755122
2,2,14.759134
1,1,14.763005
1,1,14.766484
1,1,14.770408
1,1,14.773194
1,1,14.777413
1,1,14.781437
3,3,14.787818
2,2,14.791862
2,2,14.796688
2,2,14.802347
1,1,14.806138
1,1,14.809238
3,3,14.815233
1,1,14.819168
4,4,14.826863
1,1,14.830183
2,2,14.835692
2,2,14.842487
1,1,14.845721
1,1,14.849322
2,2,14.854667
3,3,14.859929
1,1,14.862687
3,3,14.869109
2,2,14.875057
1,1,14.878508
2,2,14.883555
1,1,14.886578
1,1,14.890583
1,1,14.893902
1,1,14.897689
1,1,14.900989
3,3,14.908051
5,5,14.917743
5,5,14.926737
2,2,14.932045
1,1,14.937106
1,1,14.940527
1,1,14.944185
1,1,14.947981
2,2,14.954496
5,5,14.961919
4,4,14.971571
3,3,14.977008
1,1,14.981635
2,2,14.987825
1,1,14.991167
2,2,14.995407
1,1,15.000066
5,5,15.007942
1,1,15.011569
2,2,15.016802
4,4,15.024158
12,12,15.040732
2,2,15.044981
2,2,15.048992
1,1,15.052673
2,2,15.057478
1,1,15.076674
5,5,15.084444
3,3,15.091128
2,2,15.095661
3,3,15.101191
7,7,15.110341
1,1,15.11571
1,1,15.119583
1,1,15.123313
1,1,15.126622
2,2,15.132077
3,3,15.138542
6,6,15.151709
1,1,15.15733
4,4,15.168809
4,4,15.177994
1,1,15.183776
1,1,15.187196
1,1,15.192212
4,4,15.20277
1,1,15.206814
1,1,15.21008
1,1,15.21494
2,2,15.221849
3,3,15.227096
1,1,15.230064
2,2,15.23638
6,6,15.245165
1,1,15.248633
1,1,15.25233
1,1,15.256296
4,4,15.263796
1,1,15.284621
3,3,15.290973
7,7,15.303684
2,2,15.308502
5,5,15.315853
1,1,15.318971
2,2,15.323893
6,6,15.333642
2,2,15.337713
2,2,15.341557
1,1,15.345154
2,2,15.350867
5,5,15.357936
1,1,15.360671
3,3,15.369316
3,3,15.375133
2,2,15.378836
6,6,15.387726
1,1,15.391812
4,4,15.398917
1,1,15.402042
2,2,15.406114
2,2,15.411366
1,1,15.41529
2,2,15.4197
1,1,15.42262
1,1,15.427453
1,1,15.43262
1,1,15.436948
4,4,15.444438
2,2,15.452236
1,1,15.456392
1,1,15.460133
2,2,15.465151
7,7,15.479091
1,1,15.485169
1,1,15.488959
2,2,15.493088
1,1,15.497798
1,1,15.502453
2,2,15.506689
5,5,15.515059
6,6,15.527094
3,3,15.540377
3,3,15.550416
2,2,15.557799
3,3,15.570755
1,1,15.577205
3,3,15.587024
8,8,15.607208
2,2,15.621643
2,2,15.630113
2,2,15.639742
2,2,15.6448
3,3,15.652659
3,3,15.659691
2,2,15.667219
2,2,15.674404
2,2,15.681361
1,1,15.685714
2,2,15.69066
2,2,15.695401
2,2,15.702629
1,1,15.706562
3,3,15.715288
2,2,15.722026
1,1,15.731633
2,2,15.739811
3,3,15.751715
1,1,15.755408
2,2,15.763434
1,1,15.769533
4,4,15.776364
2,2,15.782498
1,1,15.787076
1,1,15.791563
6,6,15.803087
3,3,15.809112
6,6,15.820126
2,2,15.826428
2,2,15.834126
2,2,15.842388
5,5,15.853795
1,1,15.858708
1,1,15.861775
3,3,15.867622
1,1,15.872531
2,2,15.877781
1,1,15.881465
2,2,15.886264
1,1,15.890366
1,1,15.895458
1,1,15.89915
1,1,15.902494
1,1,15.906984
2,2,15.912384
1,1,15.916107
2,2,15.937658
1,1,15.941559
1,1,15.946959
1,1,15.950159
1,1,15.953304
1,1,15.957406
1,1,15.961606
2,2,15.966742
1,1,15.970698
1,1,15.97457
1,1,15.978105
2,2,15.983327
2,2,15.988072
2,2,15.993714
1,1,15.997673
2,2,16.004127
2,2,16.01063
1,1,16.020373
3,3,16.030531
2,2,16.03809
1,1,16.043149
2,2,16.052761
2,2,16.05828
1,1,16.062746
4,4,16.073094
1,1,16.077123
1,1,16.08096
5,5,16.090557
2,2,16.094468
2,2,16.101018
1,1,16.104827
3,3,16.110345
2,2,16.114985
2,2,16.120786
1,1,16.125098
2,2,16.128977
4,4,16.137986
1,1,16.142221
1,1,16.145725
1,1,16.149531
3,3,16.154775
5,5,16.165386
1,1,16.169486
1,1,16.173378
2,2,16.177139
1,1,16.182529
1,1,16.187346
2,2,16.19184
2,2,16.196756
6,6,16.206297
1,1,16.21085
1,1,16.214417
1,1,16.217735
3,3,16.225088
1,1,16.229431
5,5,16.23757
1,1,16.241221
3,3,16.24817
1,1,16.252917
3,3,16.258781
1,1,16.261782
1,1,16.266393
1,1,16.271388
2,2,16.276327
1,1,16.279769
2,2,16.286588
1,1,16.290742
3,3,16.296127
1,1,16.300527
3,3,16.309481
1,1,16.313058
1,1,16.318204
1,1,16.322638
6,6,16.336382
1,1,16.340871
4,4,16.351
2,2,16.356516
3,3,16.362749
1,1,16.367966
2,2,16.373564
1,1,16.376782
1,1,16.381568
1,1,16.386158
1,1,16.39026
3,3,16.395185
1,1,16.401607
4,4,16.410583
1,1,16.415682
1,1,16.419319
10,10,16.436443
5,5,16.444448
2,2,16.449515
1,1,16.453465
1,1,16.457613
1,1,16.461143
2,2,16.465908
1,1,16.469098
1,1,16.473077
2,2,16.478025
1,1,16.481776
1,1,16.484885
3,3,16.491225
1,1,16.494817
1,1,16.497779
1,1,16.501428
3,3,16.507684
1,1,16.511676
3,3,16.517501
2,2,16.521493
1,1,16.525303
3,3,16.531153
1,1,16.534297
5,5,16.541174
2,2,16.546289
1,1,16.550346
3,3,16.555115
2,2,16.558989
2,2,16.564173
3,3,16.570516
1,1,16.573467
1,1,16.57619
1,1,16.579907
6,6,16.58998
2,2,16.594019
2,2,16.598671
2,2,16.603845
2,2,16.608914
1,1,16.611945
2,2,16.616695
1,1,16.620699
1,1,16.624437
1,1,16.62748
1,1,16.631114
2,2,16.636549
1,1,16.640574
6,6,16.648733
2,2,16.652979
6,6,16.66278
1,1,16.667993
2,2,16.672252
4,4,16.677987
4,4,16.685838
2,2,16.690542
1,1,16.693508
1,1,16.696444
1,1,16.701045
1,1,16.704641
3,3,16.709602
1,1,16.71259
1,1,16.71675
2,2,16.721659
1,1,16.724614
1,1,16.727921
3,3,16.734848
3,3,16.740482
1,1,16.743307
3,3,16.749523
2,2,16.755199
2,2,16.760593
1,1,16.763642
2,2,16.768908
1,1,16.772668
2,2,16.77723
1,1,16.780335
2,2,16.785402
3,3,16.791514
1,1,16.795361
4,4,16.801898
2,2,16.805717
2,2,16.811039
1,1,16.814231
1,1,16.81858
2,2,16.822544
1,1,16.826747
1,1,16.830473
1,1,16.834603
3,3,16.840164
1,1,16.843931
2,2,16.849295
1,1,16.852606
5,5,16.859978
1,1,16.864267
1,1,16.868833
2,2,16.873174
4,4,16.87949
5,5,16.888502
2,2,16.893359
1,1,16.896334
1,1,16.90164
2,2,16.911765
2,2,16.918244
1,1,16.923628
1,1,16.928206
1,1,16.934905
1,1,16.938851
1,1,16.942305
1,1,16.945338
2,2,16.951124
1,1,16.955409
2,2,16.959791
2,2,16.965402
1,1,16.96959
1,1,16.972909
1,1,16.97619
4,4,16.982415
2,2,16.987252
2,2,16.991988
2,2,16.995997
7,7,17.005906
1,1,17.00993
1,1,17.013305
7,7,17.022283
3,3,17.02735
1,1,17.031461
1,1,17.035806
3,3,17.040765
2,2,17.044551
1,1,17.048694
1,1,17.053599
1,1,17.057118
3,3,17.063274
3,3,17.070868
3,3,17.076271
2,2,17.081416
1,1,17.104051
3,3,17.110699
3,3,17.116481
1,1,17.119793
2,2,17.123581
4,4,17.130002
2,2,17.135293
5,5,17.141743
2,2,17.145418
2,2,17.151033
2,2,17.155479
1,1,17.158517
1,1,17.161258
1,1,17.165516
4,4,17.172228
5,5,17.178615
4,4,17.18464
1,1,17.188491
3,3,17.193113
2,2,17.196676
2,2,17.200311
2,2,17.204966
2,2,17.210472
1,1,17.213693
2,2,17.219016
2,2,17.225662
3,3,17.230641
4,4,17.236942
1,1,17.240073
2,2,17.244712
1,1,17.247623
1,1,17.25078
3,3,17.25582
1,1,17.259799
3,3,17.266246
1,1,17.270087
6,6,17.278113
1,1,17.2835
1,1,17.28807
2,2,17.292453
1,1,17.295389
1,1,17.299973
2,2,17.304806
2,2,17.309429
1,1,17.313507
1,1,17.318195
1,1,17.321859
1,1,17.325099
2,2,17.33009
2,2,17.336046
1,1,17.339394
4,4,17.346109
1,1,17.349685
2,2,17.400003
1,1,17.405067
1,1,17.408565
4,4,17.437727
2,2,17.445814
1,1,17.450688
4,4,17.459909
3,3,17.469873
1,1,17.476402
3,3,17.48565
3,3,17.493365
2,2,17.530973
4,4,17.543862
2,2,17.55021
1,1,17.554793
1,1,17.576558
3,3,17.586498
1,1,17.591721
1,1,17.594908
1,1,17.601808
1,1,17.608851
1,1,17.614189
1,1,17.622565
4,4,17.6349
1,1,17.640613
1,1,17.644055
3,3,17.650665
3,3,17.655996
3,3,17.661578
2,2,17.667797
1,1,17.671232
1,1,17.674003
2,2,17.679091
1,1,17.683303
7,7,17.692449
1,1,17.695606
3,3,17.703816
3,3,17.710616
1,1,17.713949
1,1,17.718245
2,2,17.725198
1,1,17.729184
1,1,17.733545
5,5,17.742515
2,2,17.748639
1,1,17.752606
1,1,17.755453
3,3,17.760524
1,1,17.76472
1,1,17.768831
1,1,17.771757
3,3,17.7765
1,1,17.780132
3,3,17.786726
1,1,17.789717
4,4,17.795434
1,1,17.800041
3,3,17.805563
3,3,17.810795
2,2,17.815796
1,1,17.819996
1,1,17.82338
1,1,17.826262
2,2,17.830072
12,12,17.847866
1,1,17.852288
1,1,17.855352
2,2,17.859531
4,4,17.866946
2,2,17.871872
3,3,17.876978
1,1,17.880369
1,1,17.885165
2,2,17.889881
4,4,17.895644
1,1,17.899993
2,2,17.905476
1,1,17.909076
2,2,17.913638
2,2,17.918033
2,2,17.923756
1,1,17.927191
2,2,17.93156
1,1,17.934753
3,3,17.941249
3,3,17.946498
5,5,17.954911
4,4,17.961471
2,2,17.967041
1,1,17.971186
2,2,17.975023
1,1,17.978181
1,1,17.982734
1,1,17.987891
1,1,17.991124
2,2,17.995499
4,4,18.003796
2,2,18.00863
1,1,18.011611
3,3,18.017747
2,2,18.0227
1,1,18.026261
3,3,18.031267
2,2,18.036464
4,4,18.04371
5,5,18.052222
1,1,18.055198
2,2,18.059276
2,2,18.064277
6,6,18.074452
2,2,18.078508
2,2,18.084007
7,7,18.094716
2,2,18.100634
1,1,18.103875
4,4,18.110083
1,1,18.114768
1,1,18.118924
2,2,18.12462
3,3,18.131383
1,1,18.139415
4,4,18.150512
1,1,18.156054
1,1,18.159652
1,1,18.1639
1,1,18.169669
1,1,18.173003
3,3,18.178099
1,1,18.18253
5,5,18.190715
1,1,18.193477
6,6,18.202554
3,3,18.210153
1,1,18.213782
1,1,18.217933
4,4,18.225092
2,2,18.229984
1,1,18.235402
1,1,18.23833
2,2,18.242545
2,2,18.247427
4,4,18.254904
7,7,18.264232
1,1,18.267811
2,2,18.272635
1,1,18.27631
1,1,18.279134
1,1,18.282205
2,2,18.287136
1,1,18.291503
4,4,18.296827
1,1,18.300676
1,1,18.304789
3,3,18.310464
3,3,18.316249
2,2,18.320265
1,1,18.323988
8,8,18.334417
2,2,18.338424
1,1,18.341359
1,1,18.345726
2,2,18.350291
1,1,18.353387
3,3,18.358437
1,1,18.362136
1,1,18.366193
1,1,18.369333
2,2,18.373129
3,3,18.379999
5,5,18.387874
2,2,18.391949
2,2,18.395647
1,1,18.399317
1,1,18.403128
1,1,18.406761
1,1,18.409671
3,3,18.415237
3,3,18.419956
2,2,18.423423
1,1,18.426019
2,2,18.430364
3,3,18.435597
4,4,18.440668
1,1,18.443237
3,3,18.448508
2,2,18.452603
1,1,18.455252
3,3,18.459637
2,2,18.464058
3,3,18.469457
1,1,18.472745
1,1,18.475434
1,1,18.478877
1,1,18.482935
1,1,18.488461
1,1,18.493902
1,1,18.501513
1,1,18.506944
5,5,18.52239
3,3,18.529517
2,2,18.540334
1,1,18.543477
5,5,18.551825
1,1,18.573911
1,1,18.57806
3,3,18.583646
2,2,18.587263
2,2,18.590949
3,3,18.596336
2,2,18.60041
1,1,18.603192
1,1,18.605842
1,1,18.609423
3,3,18.613951
2,2,18.617714
2,2,18.620978
1,1,18.624596
2,2,18.628178
1,1,18.630678
3,3,18.635117
1,1,18.638399
1,1,18.641338
1,1,18.643951
1,1,18.646517
2,2,18.650583
3,3,18.65489
1,1,18.657783
1,1,18.660145
3,3,18.664853
3,3,18.66993
1,1,18.672742
1,1,18.675292
2,2,18.67931
2,2,18.683178
1,1,18.685916
2,2,18.689238
3,3,18.694055
2,2,18.697877
9,9,18.707223
2,2,18.710589
1,1,18.713763
1,1,18.716968
2,2,18.720575
3,3,18.724613
1,1,18.727909
3,3,18.733173
4,4,18.739647
5,5,18.745681
1,1,18.749734
2,2,18.75394
4,4,18.759525
2,2,18.762899
1,1,18.767
2,2,18.7714
1,1,18.774163
2,2,18.777642
2,2,18.782333
5,5,18.78923
1,1,18.791844
1,1,18.794513
1,1,18.798129
2,2,18.802762
1,1,18.805534
8,8,18.814409
1,1,18.818403
3,3,18.822909
1,1,18.825855
1,1,18.828512
4,4,18.834826
2,2,18.839205
2,2,18.842762
2,2,18.846084
2,2,18.850989
2,2,18.855124
1,1,18.857874
2,2,18.861195
1,1,18.864799
1,1,18.868339
1,1,18.871067
1,1,18.873589
2,2,18.87755
2,2,18.881927
1,1,18.884992
1,1,18.887444
2,2,18.89172
1,1,18.894696
3,3,18.899588
2,2,18.903435
1,1,18.906764
1,1,18.909772
1,1,18.912868
1,1,18.916275
2,2,18.92106
2,2,18.924713
1,1,18.927377
2,2,18.930982
1,1,18.934925
