#{"t_start": 1644498532.866197, "env_id": null}
r,l,t
2,2,4.975673
2,2,4.978555
2,2,4.985288
1,1,4.990966
2,2,4.996737
7,7,5.020159
1,1,5.028152
1,1,5.033945
2,2,5.04257
1,1,5.04513
3,3,5.056924
3,3,5.068797
2,2,5.072363
1,1,5.076345
5,5,5.089775
1,1,5.094637
4,4,5.102356
1,1,5.104558
1,1,5.11327
2,2,5.11637
1,1,5.120763
1,1,5.123299
6,6,5.130423
3,3,5.139708
1,1,5.145391
3,3,5.14912
5,5,5.164
1,1,5.169233
1,1,5.173694
1,1,5.178329
2,2,5.183202
1,1,5.190289
1,1,5.192863
1,1,5.195606
2,2,5.212074
1,1,5.214169
2,2,5.218611
3,3,5.227377
1,1,5.245581
2,2,5.24855
1,1,5.254116
3,3,5.261049
1,1,5.269125
3,3,5.275542
4,4,5.28035
2,2,5.285675
4,4,5.342606
5,5,5.364832
2,2,5.378663
5,5,5.395321
5,5,5.426593
1,1,5.428376
2,2,5.431092
2,2,5.436965
3,3,5.449544
3,3,5.45689
1,1,5.458873
1,1,5.463424
1,1,5.473584
1,1,5.476704
2,2,5.482364
3,3,5.491893
4,4,5.504719
1,1,5.509086
3,3,5.514515
2,2,5.523142
2,2,5.528259
2,2,5.534811
1,1,5.540699
4,4,5.548511
1,1,5.568593
1,1,5.577209
2,2,5.580623
1,1,5.583077
1,1,5.588635
1,1,5.59198
4,4,5.607502
1,1,5.60988
2,2,5.618351
3,3,5.625645
1,1,5.6277
1,1,5.633048
1,1,5.638921
2,2,5.645659
1,1,5.647416
1,1,5.656316
1,1,5.66236
1,1,5.665932
1,1,5.669679
7,7,5.684316
3,3,5.702603
2,2,5.706529
1,1,5.708989
2,2,5.713791
3,3,5.735542
3,3,5.743387
1,1,5.748384
3,3,5.754265
3,3,5.766145
2,2,5.772124
1,1,5.774313
1,1,5.780318
2,2,5.79562
1,1,5.79745
2,2,5.801197
1,1,5.80485
1,1,5.838318
4,4,5.84342
1,1,5.853946
1,1,5.856474
2,2,5.892986
1,1,5.915264
1,1,5.932301
4,4,5.942352
1,1,5.947026
1,1,5.9492
1,1,5.956329
1,1,5.963305
1,1,5.968266
3,3,5.977291
2,2,5.982493
1,1,5.988011
1,1,5.993527
7,7,6.01104
1,1,6.013771
1,1,6.020019
3,3,6.030671
1,1,6.035125
1,1,6.041621
4,4,6.048518
2,2,6.057494
6,6,6.073239
1,1,6.075348
1,1,6.077955
3,3,6.090862
2,2,6.095756
2,2,6.0998
1,1,6.107742
1,1,6.111813
1,1,6.114509
1,1,6.118348
1,1,6.12341
1,1,6.127083
3,3,6.138168
2,2,6.141617
3,3,6.146223
1,1,6.1533
1,1,6.158282
1,1,6.160371
2,2,6.164363
3,3,6.175732
2,2,6.180124
1,1,6.18524
2,2,6.190845
1,1,6.197079
3,3,6.212536
1,1,6.215198
1,1,6.217393
1,1,6.222948
4,4,6.230996
1,1,6.232812
3,3,6.242437
2,2,6.249669
1,1,6.25656
1,1,6.261746
3,3,6.267673
1,1,6.27809
3,3,6.284853
2,2,6.297388
4,4,6.317353
1,1,6.326044
3,3,6.332387
1,1,6.336521
1,1,6.338235
2,2,6.34578
1,1,6.350353
1,1,6.354362
1,1,6.35849
1,1,6.362695
3,3,6.376902
1,1,6.380024
2,2,6.389131
2,2,6.395251
1,1,6.397129
2,2,6.404354
3,3,6.411121
1,1,6.415527
1,1,6.419388
2,2,6.427529
1,1,6.430493
3,3,6.44639
2,2,6.450331
1,1,6.455013
2,2,6.4601
1,1,6.463423
1,1,6.468953
3,3,6.479029
1,1,6.482122
1,1,6.489039
1,1,6.491152
2,2,6.495632
4,4,6.506332
1,1,6.511183
1,1,6.515732
3,3,6.530305
1,1,6.533482
3,3,6.552486
2,2,6.558994
2,2,6.565209
2,2,6.573176
1,1,6.577039
2,2,6.582041
4,4,6.590242
5,5,6.608942
1,1,6.61323
4,4,6.620939
1,1,6.624454
3,3,6.633428
2,2,6.642024
1,1,6.646215
2,2,6.652411
2,2,6.656903
4,4,6.666702
1,1,6.674695
2,2,6.678121
3,3,6.687535
2,2,6.696084
1,1,6.69994
2,2,6.709867
2,2,6.715035
1,1,6.723928
2,2,6.728973
2,2,6.738901
4,4,6.748286
1,1,6.755189
1,1,6.757758
1,1,6.759907
1,1,6.76496
1,1,6.771159
2,2,6.781016
1,1,6.78786
2,2,6.791939
2,2,6.80287
7,7,6.814356
3,3,6.823236
1,1,6.825471
5,5,6.837189
3,3,6.842393
1,1,6.847129
1,1,6.848938
1,1,6.857288
1,1,6.85936
5,5,6.866352
2,2,6.873048
4,4,6.887661
3,3,6.894596
1,1,6.896565
1,1,6.898198
2,2,6.918129
2,2,6.923392
1,1,6.925573
1,1,6.930055
2,2,6.94591
1,1,6.948149
1,1,6.95556
3,3,6.964496
1,1,6.97583
1,1,6.97934
4,4,6.989857
3,3,7.01095
5,5,7.032717
2,2,7.041978
1,1,7.044525
4,4,7.057796
2,2,7.064516
1,1,7.068672
1,1,7.073146
1,1,7.075081
5,5,7.086192
2,2,7.093179
1,1,7.099516
4,4,7.110608
2,2,7.116007
1,1,7.119682
3,3,7.125654
1,1,7.128661
3,3,7.145258
3,3,7.153199
2,2,7.15647
1,1,7.159609
2,2,7.172767
3,3,7.178533
2,2,7.187389
3,3,7.193249
2,2,7.202114
1,1,7.209849
2,2,7.2146
1,1,7.217696
3,3,7.229577
3,3,7.235288
2,2,7.241134
1,1,7.244679
1,1,7.250144
1,1,7.25484
1,1,7.256648
1,1,7.260243
3,3,7.267834
3,3,7.273965
3,3,7.279061
2,2,7.287774
6,6,7.297552
1,1,7.306571
2,2,7.310262
9,9,7.329954
1,1,7.337845
1,1,7.342674
2,2,7.347093
1,1,7.350046
1,1,7.356172
3,3,7.36355
1,1,7.365288
3,3,7.37367
1,1,7.382639
1,1,7.385384
1,1,7.391223
2,2,7.394252
2,2,7.406956
1,1,7.408899
2,2,7.415803
3,3,7.425029
2,2,7.429983
1,1,7.439138
1,1,7.442575
1,1,7.444433
3,3,7.452353
3,3,7.458766
1,1,7.463243
1,1,7.470073
2,2,7.476344
2,2,7.481285
1,1,7.486658
1,1,7.488735
2,2,7.499494
1,1,7.505521
1,1,7.509497
1,1,7.511849
2,2,7.519473
1,1,7.525267
2,2,7.529458
5,5,7.548961
3,3,7.56042
1,1,7.563472
6,6,7.575707
1,1,7.582814
1,1,7.590553
3,3,7.595763
1,1,7.598481
1,1,7.60393
1,1,7.608408
4,4,7.621276
1,1,7.62452
1,1,7.627395
1,1,7.634164
3,3,7.640632
3,3,7.649759
4,4,7.657747
1,1,7.664201
1,1,7.669001
4,4,7.677366
5,5,7.688716
2,2,7.695982
1,1,7.699501
6,6,7.711796
15,15,7.729953
1,1,7.74381
1,1,7.747356
2,2,7.750125
1,1,7.757284
2,2,7.767346
1,1,7.773418
1,1,7.775622
4,4,7.781859
1,1,7.795015
1,1,7.797861
1,1,7.802486
2,2,7.807471
5,5,7.823829
1,1,7.825641
1,1,7.827759
2,2,7.841771
2,2,7.84809
1,1,7.852891
2,2,7.85877
2,2,7.929813
1,1,7.937017
1,1,7.939431
3,3,7.94552
1,1,7.94707
1,1,7.95012
3,3,7.959259
1,1,7.962707
1,1,7.973124
2,2,7.987992
3,3,7.998175
2,2,8.006964
2,2,8.011174
4,4,8.022888
2,2,8.027762
1,1,8.030106
1,1,8.032965
3,3,8.043238
2,2,8.046338
1,1,8.049284
1,1,8.055186
2,2,8.06277
1,1,8.065247
4,4,8.076259
1,1,8.078076
2,2,8.084251
2,2,8.088395
2,2,8.09406
2,2,8.099251
3,3,8.111226
3,3,8.115019
1,1,8.131809
1,1,8.137893
1,1,8.145879
3,3,8.175222
1,1,8.183041
1,1,8.189312
1,1,8.199061
2,2,8.212567
3,3,8.229999
2,2,8.234125
1,1,8.257286
1,1,8.260048
3,3,8.282248
1,1,8.289695
4,4,8.337976
1,1,8.354144
2,2,8.358806
4,4,8.369374
5,5,8.378854
1,1,8.383193
1,1,8.388208
1,1,8.39633
2,2,8.40424
1,1,8.410423
1,1,8.412848
1,1,8.415928
1,1,8.423927
2,2,8.428877
1,1,8.431323
2,2,8.438912
2,2,8.444759
2,2,8.452863
2,2,8.456863
1,1,8.46111
2,2,8.470037
1,1,8.476833
2,2,8.481987
1,1,8.484407
1,1,8.491852
3,3,8.497066
4,4,8.506052
1,1,8.5078
1,1,8.5127
4,4,8.526971
5,5,8.536026
3,3,8.542382
1,1,8.54555
1,1,8.548305
1,1,8.554154
1,1,8.558388
2,2,8.566498
2,2,8.570237
2,2,8.575131
1,1,8.578894
1,1,8.586156
1,1,8.592206
5,5,8.600228
4,4,8.611761
4,4,8.621365
1,1,8.623586
2,2,8.62949
1,1,8.632862
3,3,8.647986
1,1,8.64988
1,1,8.653612
1,1,8.655728
1,1,8.659929
5,5,8.673147
1,1,8.674892
8,8,8.686994
1,1,8.692431
1,1,8.696564
1,1,8.698416
1,1,8.699925
3,3,8.741383
1,1,8.743376
2,2,8.746414
2,2,8.756185
7,7,8.789489
2,2,8.792485
1,1,8.794283
2,2,8.804525
2,2,8.844326
3,3,8.848343
2,2,8.855242
4,4,8.890243
1,1,8.91639
2,2,8.928049
1,1,8.930346
1,1,8.932815
1,1,8.937889
1,1,8.942713
1,1,8.948418
1,1,8.949957
1,1,8.95619
1,1,8.963796
1,1,8.966918
2,2,8.975792
1,1,8.978734
4,4,8.986217
3,3,8.993249
3,3,8.998184
1,1,9.008793
1,1,9.017967
2,2,9.025338
4,4,9.037629
1,1,9.044885
3,3,9.056354
4,4,9.067985
1,1,9.071099
1,1,9.076477
1,1,9.080874
2,2,9.083862
1,1,9.09086
2,2,9.099224
1,1,9.102345
2,2,9.108154
1,1,9.110031
2,2,9.117295
1,1,9.123063
2,2,9.129855
1,1,9.132158
1,1,9.141865
2,2,9.153476
5,5,9.165438
1,1,9.171965
1,1,9.18947
4,4,9.197457
1,1,9.200006
1,1,9.206513
1,1,9.212947
1,1,9.21572
1,1,9.218974
2,2,9.226865
4,4,9.236986
2,2,9.244349
2,2,9.248514
3,3,9.256649
3,3,9.265788
2,2,9.274149
1,1,9.276421
2,2,9.280663
4,4,9.293238
3,3,9.300061
1,1,9.30675
1,1,9.308468
3,3,9.317749
1,1,9.323592
3,3,9.329031
1,1,9.331366
6,6,9.344328
2,2,9.35227
3,3,9.359014
3,3,9.364816
1,1,9.369767
5,5,9.381934
1,1,9.384975
3,3,9.392691
1,1,9.397585
1,1,9.401535
4,4,9.408492
4,4,9.423643
1,1,9.427829
2,2,9.434222
1,1,9.437106
4,4,9.443893
1,1,9.449375
1,1,9.455166
2,2,9.458875
3,3,9.463282
1,1,9.473704
1,1,9.477218
1,1,9.479697
1,1,9.48334
2,2,9.494284
1,1,9.496114
1,1,9.497936
8,8,9.510952
4,4,9.525036
1,1,9.529371
2,2,9.537543
1,1,9.539615
1,1,9.576101
1,1,9.578926
4,4,9.594442
1,1,9.613417
1,1,9.659303
1,1,9.66271
2,2,9.666917
2,2,9.672136
1,1,9.687078
1,1,9.689497
1,1,9.691292
3,3,9.695436
2,2,9.704738
1,1,9.707068
3,3,9.712132
2,2,9.716911
2,2,9.747673
1,1,9.749664
1,1,9.813991
2,2,9.817498
1,1,9.82792
3,3,9.83305
1,1,9.836492
1,1,9.841839
4,4,9.848245
1,1,9.856796
1,1,9.859468
3,3,9.865316
1,1,9.869836
2,2,9.873583
2,2,9.877248
1,1,9.878846
3,3,9.885765
8,8,9.89312
1,1,9.895452
2,2,9.898942
1,1,9.903457
1,1,9.906918
3,3,9.910402
1,1,9.913474
1,1,9.917268
4,4,9.924093
2,2,9.928189
4,4,9.933907
3,3,9.941207
1,1,9.943245
1,1,9.945137
1,1,9.946669
2,2,9.953349
4,4,9.957513
1,1,9.959127
2,2,9.961921
2,2,9.966416
1,1,9.970171
1,1,9.97384
2,2,9.977545
2,2,9.983558
1,1,9.99558
4,4,10.006435
1,1,10.011898
1,1,10.016496
1,1,10.019943
2,2,10.031097
2,2,10.036044
2,2,10.040703
2,2,10.047958
1,1,10.051981
1,1,10.054748
1,1,10.061107
1,1,10.064311
2,2,10.066746
1,1,10.069724
2,2,10.075478
4,4,10.088628
4,4,10.093655
1,1,10.099026
1,1,10.103835
2,2,10.111211
3,3,10.14566
1,1,10.15118
2,2,10.155871
2,2,10.16109
5,5,10.172434
2,2,10.178882
2,2,10.18368
2,2,10.190731
2,2,10.193701
1,1,10.196585
5,5,10.210386
1,1,10.212922
3,3,10.219203
2,2,10.228219
1,1,10.232432
5,5,10.244186
2,2,10.247118
1,1,10.249424
1,1,10.259814
1,1,10.262684
3,3,10.267382
1,1,10.269492
2,2,10.29345
2,2,10.298501
3,3,10.305823
1,1,10.30955
6,6,10.330936
5,5,10.338219
1,1,10.342258
1,1,10.349831
1,1,10.353983
1,1,10.364236
2,2,10.373885
2,2,10.376994
1,1,10.386836
1,1,10.392156
3,3,10.402363
3,3,10.407394
3,3,10.424908
2,2,10.433911
1,1,10.435961
4,4,10.44269
2,2,10.452533
1,1,10.454413
4,4,10.462928
1,1,10.465341
1,1,10.470091
3,3,10.475975
1,1,10.477734
3,3,10.491297
1,1,10.495049
2,2,10.498375
6,6,10.507638
4,4,10.518092
1,1,10.525363
2,2,10.534921
1,1,10.536597
1,1,10.538742
2,2,10.545394
1,1,10.554048
1,1,10.557972
2,2,10.564063
1,1,10.569381
1,1,10.57449
1,1,10.576331
1,1,10.582057
4,4,10.593715
2,2,10.597072
2,2,10.599801
1,1,10.602003
1,1,10.605945
1,1,10.610195
1,1,10.613051
2,2,10.616903
1,1,10.626482
1,1,10.630589
1,1,10.633925
2,2,10.643935
1,1,10.648078
1,1,10.649974
3,3,10.653881
3,3,10.657433
1,1,10.66121
2,2,10.668556
1,1,10.670186
2,2,10.674355
1,1,10.677826
1,1,10.682607
1,1,10.684456
1,1,10.686056
1,1,10.690137
6,6,10.696621
1,1,10.701186
3,3,10.707014
3,3,10.729894
1,1,10.732619
1,1,10.734267
2,2,10.737471
1,1,10.750115
1,1,10.754244
1,1,10.756384
3,3,10.761391
3,3,10.768782
1,1,10.770931
2,2,10.773674
4,4,10.779891
1,1,10.791254
2,2,10.795241
2,2,10.798361
3,3,10.804236
1,1,10.816137
5,5,10.83147
3,3,10.847808
2,2,10.853764
2,2,10.863607
1,1,10.869291
2,2,10.872485
2,2,10.882735
1,1,10.890063
3,3,10.901998
1,1,10.904463
1,1,10.913865
1,1,10.918293
4,4,10.931977
3,3,10.937294
4,4,10.94789
1,1,10.95421
2,2,10.958866
1,1,10.961441
2,2,10.969133
1,1,10.973082
1,1,10.979749
1,1,10.983245
1,1,10.985466
1,1,10.989589
2,2,11.003479
1,1,11.005448
1,1,11.007228
1,1,11.012607
1,1,11.01761
1,1,11.019967
2,2,11.0238
1,1,11.0331
1,1,11.037135
1,1,11.038772
1,1,11.04175
3,3,11.052134
2,2,11.056239
1,1,11.05791
1,1,11.065924
2,2,11.072001
2,2,11.075565
1,1,11.077436
1,1,11.081963
5,5,11.098651
4,4,11.103792
1,1,11.106644
1,1,11.108735
2,2,11.121802
2,2,11.124969
3,3,11.128849
2,2,11.134404
2,2,11.151175
4,4,11.15641
1,1,11.159405
3,3,11.166335
1,1,11.171728
2,2,11.174517
1,1,11.177105
1,1,11.180779
1,1,11.184335
1,1,11.187895
1,1,11.193101
2,2,11.198963
2,2,11.21022
3,3,11.218683
1,1,11.221019
2,2,11.230054
4,4,11.238006
3,3,11.244709
3,3,11.252751
3,3,11.25703
1,1,11.268249
5,5,11.278311
1,1,11.282251
10,10,11.297808
1,1,11.304283
2,2,11.308662
1,1,11.310364
1,1,11.313045
1,1,11.323093
1,1,11.325453
1,1,11.327136
1,1,11.330041
1,1,11.343213
1,1,11.346814
1,1,11.34873
2,2,11.352757
1,1,11.356953
1,1,11.358928
3,3,11.36326
3,3,11.371844
3,3,11.377462
1,1,11.38018
1,1,11.384924
3,3,11.388964
3,3,11.399356
3,3,11.405278
2,2,11.408549
4,4,11.416551
2,2,11.424938
2,2,11.429338
1,1,11.433534
3,3,11.438676
2,2,11.449463
3,3,11.455439
1,1,11.457109
2,2,11.462826
2,2,11.473197
1,1,11.475311
1,1,11.479373
3,3,11.488489
2,2,11.494853
1,1,11.499548
2,2,11.503134
2,2,11.50813
1,1,11.517769
1,1,11.520046
4,4,11.532856
2,2,11.539159
1,1,11.543517
2,2,11.555155
1,1,11.558678
3,3,11.563596
2,2,11.571371
2,2,11.574281
1,1,11.578128
1,1,11.583129
1,1,11.589515
1,1,11.59239
1,1,11.594586
5,5,11.608256
1,1,11.61813
1,1,11.620109
1,1,11.624209
6,6,11.639093
1,1,11.64498
1,1,11.648239
2,2,11.653646
3,3,11.657048
1,1,11.666817
1,1,11.670183
1,1,11.673335
1,1,11.675514
1,1,11.684359
1,1,11.686357
2,2,11.689159
2,2,11.695243
1,1,11.707773
3,3,11.71422
2,2,11.72244
3,3,11.72672
1,1,11.736535
3,3,11.740166
3,3,11.749662
3,3,11.755178
1,1,11.762445
2,2,11.768331
1,1,11.770736
2,2,11.774176
2,2,11.785101
1,1,11.786953
2,2,11.792425
1,1,11.79791
1,1,11.804678
6,6,11.818724
1,1,11.82214
1,1,11.826585
5,5,11.83903
3,3,11.847736
1,1,11.851732
3,3,11.857473
1,1,11.859762
2,2,11.865275
1,1,11.871869
1,1,11.873965
1,1,11.877309
1,1,11.887496
4,4,11.892902
2,2,11.903922
2,2,11.909785
5,5,11.916777
1,1,11.924328
2,2,11.930088
1,1,11.935934
4,4,11.949784
6,6,11.961152
2,2,11.96431
1,1,11.968203
1,1,11.97125
1,1,11.973211
1,1,11.974947
4,4,11.982143
2,2,11.989368
1,1,11.99209
1,1,11.99818
2,2,12.009
2,2,12.020197
3,3,12.028101
4,4,12.040748
4,4,12.052524
5,5,12.065186
2,2,12.070895
1,1,12.072836
2,2,12.079241
1,1,12.082933
1,1,12.085727
2,2,12.093524
1,1,12.102088
2,2,12.107944
2,2,12.116021
3,3,12.124073
3,3,12.136644
1,1,12.139317
3,3,12.145438
1,1,12.148097
3,3,12.154684
4,4,12.159648
2,2,12.164112
3,3,12.170071
2,2,12.207002
1,1,12.210396
2,2,12.216329
3,3,12.223849
2,2,12.254574
1,1,12.25689
2,2,12.259823
3,3,12.265331
1,1,12.268183
1,1,12.270246
1,1,12.272397
1,1,12.274872
1,1,12.278496
4,4,12.288768
4,4,12.305028
1,1,12.309556
4,4,12.317509
2,2,12.323356
1,1,12.326503
4,4,12.335158
1,1,12.347812
1,1,12.350895
2,2,12.354871
3,3,12.365731
3,3,12.37374
1,1,12.375871
2,2,12.386014
2,2,12.389939
2,2,12.403547
5,5,12.412739
1,1,12.423478
3,3,12.430784
2,2,12.43683
1,1,12.438704
3,3,12.446186
2,2,12.452048
1,1,12.456237
1,1,12.461304
1,1,12.464427
3,3,12.472101
5,5,12.482619
1,1,12.486405
1,1,12.488706
1,1,12.496336
6,6,12.505015
2,2,12.507497
1,1,12.510122
2,2,12.513287
1,1,12.518892
1,1,12.522963
3,3,12.526666
1,1,12.528695
4,4,12.535139
1,1,12.536771
1,1,12.538549
1,1,12.540839
3,3,12.547429
2,2,12.550013
5,5,12.557121
2,2,12.562511
1,1,12.571404
1,1,12.573514
3,3,12.579455
1,1,12.585478
1,1,12.591469
4,4,12.598845
2,2,12.605181
1,1,12.609858
1,1,12.61693
1,1,12.633647
2,2,12.644164
4,4,12.665094
1,1,12.672541
1,1,12.675824
4,4,12.684228
1,1,12.689798
2,2,12.695454
1,1,12.701972
1,1,12.70445
1,1,12.709039
3,3,12.719053
1,1,12.723264
1,1,12.728966
3,3,12.734017
3,3,12.742065
1,1,12.746704
2,2,12.752617
2,2,12.756418
2,2,12.765137
1,1,12.769078
1,1,12.774506
1,1,12.779127
1,1,12.784446
3,3,12.792279
2,2,12.796467
3,3,12.805711
3,3,12.813252
2,2,12.818853
1,1,12.82202
2,2,12.825212
4,4,12.837314
1,1,12.839559
1,1,12.84508
1,1,12.849292
1,1,12.855356
1,1,12.857897
1,1,12.859587
2,2,12.876069
2,2,13.002823
3,3,13.007597
2,2,13.014088
1,1,13.023164
1,1,13.02805
3,3,13.033045
2,2,13.035413
1,1,13.037545
2,2,13.083083
1,1,13.085372
2,2,13.089065
1,1,13.091896
1,1,13.098917
2,2,13.104619
3,3,13.108655
2,2,13.112623
2,2,13.121108
1,1,13.125663
1,1,13.129404
2,2,13.132868
2,2,13.138156
1,1,13.140591
1,1,13.143025
1,1,13.147134
2,2,13.152304
2,2,13.154782
2,2,13.157781
2,2,13.162003
1,1,13.171162
2,2,13.175309
2,2,13.180183
4,4,13.186288
1,1,13.190398
1,1,13.227214
3,3,13.236168
2,2,13.239754
5,5,13.308392
1,1,13.311981
1,1,13.314438
2,2,13.31842
4,4,13.328249
3,3,13.336482
5,5,13.348118
2,2,13.353848
3,3,13.361858
2,2,13.37014
3,3,13.375264
4,4,13.391259
1,1,13.402191
1,1,13.404439
1,1,13.406335
2,2,13.409487
2,2,13.42296
2,2,13.425887
1,1,13.432323
2,2,13.435698
2,2,13.442708
2,2,13.445775
4,4,13.461807
1,1,13.463727
3,3,13.469965
1,1,13.472242
1,1,13.476067
4,4,13.481291
1,1,13.484838
3,3,13.488035
3,3,13.492523
5,5,13.53289
1,1,13.539288
2,2,13.545394
4,4,13.552243
1,1,13.554052
2,2,13.563626
3,3,13.567012
4,4,13.592589
2,2,13.596561
2,2,13.606749
1,1,13.608305
3,3,13.612715
1,1,13.614387
1,1,13.624043
1,1,13.625914
1,1,13.627764
1,1,13.630081
2,2,13.635445
1,1,13.637379
1,1,13.639157
4,4,13.643866
3,3,13.65295
2,2,13.656076
2,2,13.658595
1,1,13.66093
2,2,13.665866
1,1,13.667823
1,1,13.669452
1,1,13.671504
2,2,13.678384
4,4,13.682565
4,4,13.687571
1,1,13.714413
1,1,13.745482
3,3,13.752073
3,3,13.756043
1,1,13.758419
1,1,13.764614
1,1,13.769266
1,1,13.771345
4,4,13.782294
1,1,13.786715
3,3,13.793137
2,2,13.799489
3,3,13.804674
1,1,13.807368
1,1,13.811872
2,2,13.814701
1,1,13.819417
2,2,13.823698
1,1,13.825812
2,2,13.828864
2,2,13.832284
3,3,13.837962
1,1,13.841781
1,1,13.844918
3,3,13.849381
1,1,13.857253
1,1,13.859129
1,1,13.86233
1,1,13.864468
2,2,13.869752
1,1,13.871805
2,2,13.875791
1,1,13.877444
4,4,13.884353
8,8,13.895117
1,1,13.897898
1,1,13.899666
2,2,13.903866
1,1,13.905406
1,1,13.906999
2,2,13.910957
1,1,13.915777
5,5,13.924887
3,3,13.92876
1,1,13.936714
4,4,13.95047
2,2,13.956407
2,2,13.963852
1,1,13.976566
2,2,13.979976
4,4,13.986933
1,1,13.99049
1,1,13.993001
1,1,14.001893
