#{"t_start": 1644491853.125269, "env_id": null}
r,l,t
1,1,23.717593
2,2,23.721562
4,4,23.726571
3,3,23.730065
2,2,23.73221
2,2,23.735343
5,5,23.74164
3,3,23.744433
1,1,23.745859
3,3,23.750592
1,1,23.753068
2,2,23.755704
2,2,23.75793
1,1,23.761035
1,1,23.762973
1,1,23.765958
3,3,23.770104
1,1,23.773946
1,1,23.776125
1,1,23.777819
3,3,23.782297
2,2,23.78898
2,2,23.793094
3,3,23.796192
3,3,23.799553
1,1,23.803502
1,1,23.807844
1,1,23.811258
1,1,23.812765
1,1,23.819396
7,7,23.826588
1,1,23.828147
2,2,23.830921
1,1,23.834203
1,1,23.836612
2,2,23.839399
2,2,23.843557
5,5,23.85288
1,1,23.854415
2,2,23.856632
1,1,23.85845
1,1,23.863392
1,1,23.866071
1,1,23.867805
3,3,23.872145
5,5,23.88198
2,2,23.884097
1,1,23.885547
1,1,23.887055
4,4,23.895331
5,5,23.900323
1,1,23.901823
5,5,23.907501
2,2,23.911885
2,2,23.91593
2,2,23.918211
3,3,23.921921
1,1,23.925275
2,2,23.929895
1,1,23.931458
2,2,23.933551
2,2,23.940312
4,4,23.944155
3,3,23.947274
2,2,23.951583
2,2,23.955832
2,2,23.9607
1,1,23.962398
2,2,23.964636
1,1,23.967312
5,5,23.973436
1,1,23.976057
2,2,23.980804
1,1,23.98602
1,1,23.988309
2,2,23.991182
2,2,23.993508
1,1,23.996401
1,1,23.999921
2,2,24.003738
4,4,24.007986
1,1,24.01256
4,4,24.017318
1,1,24.020916
1,1,24.02383
1,1,24.02683
1,1,24.029826
1,1,24.031895
1,1,24.033635
1,1,24.036908
1,1,24.040596
7,7,24.047794
2,2,24.052923
1,1,24.059631
2,2,24.063582
2,2,24.066675
2,2,24.069878
1,1,24.073015
1,1,24.07518
2,2,24.07819
1,1,24.080536
4,4,24.087402
2,2,24.090538
1,1,24.092788
3,3,24.095997
5,5,24.104199
4,4,24.107893
1,1,24.109971
1,1,24.112564
1,1,24.116325
1,1,24.120215
1,1,24.122046
7,7,24.12768
4,4,24.136708
2,2,24.139644
4,4,24.143584
1,1,24.146247
1,1,24.302061
7,7,24.312123
1,1,24.33781
1,1,24.342468
7,7,24.360533
1,1,24.370136
3,3,24.38386
1,1,24.393915
1,1,24.434481
4,4,24.454512
1,1,24.466262
3,3,24.489746
1,1,24.496737
3,3,24.501284
2,2,24.504238
3,3,24.509272
1,1,24.517587
6,6,24.553214
1,1,24.555252
1,1,24.558634
5,5,24.566818
5,5,24.573595
1,1,24.576469
1,1,24.580057
1,1,24.585552
2,2,24.588269
2,2,24.595396
1,1,24.599945
1,1,24.629864
1,1,24.632187
1,1,24.635718
6,6,24.664915
1,1,24.682888
3,3,24.697249
1,1,24.702399
2,2,24.715143
1,1,24.724606
2,2,24.728312
2,2,24.731677
1,1,24.734051
2,2,24.742051
1,1,24.743788
1,1,24.74746
2,2,24.750669
4,4,24.763611
1,1,24.767947
3,3,24.781234
3,3,24.790735
1,1,24.80347
1,1,24.806547
2,2,24.812273
1,1,24.814852
1,1,24.824764
1,1,24.826635
1,1,24.830694
2,2,24.833373
3,3,24.846866
3,3,24.85672
3,3,24.862886
1,1,24.866066
1,1,24.897405
1,1,24.918386
4,4,24.941127
3,3,24.953017
1,1,24.978046
2,2,24.987661
1,1,24.991967
1,1,24.997603
1,1,25.010948
4,4,25.022041
1,1,25.031475
3,3,25.038591
1,1,25.046916
2,2,25.056165
2,2,25.070999
1,1,25.075702
2,2,25.085324
1,1,25.097931
2,2,25.101041
3,3,25.107785
3,3,25.129074
1,1,25.131059
4,4,25.135798
1,1,25.148079
1,1,25.154559
4,4,25.162339
3,3,25.176703
1,1,25.181582
1,1,25.191037
2,2,25.195644
1,1,25.197655
6,6,25.23664
2,2,25.245673
1,1,25.248022
1,1,25.254225
1,1,25.262574
1,1,25.271642
5,5,25.299731
2,2,25.302583
3,3,25.312659
2,2,25.327528
1,1,25.332316
1,1,25.345531
3,3,25.351303
1,1,25.386289
1,1,25.390611
1,1,25.392408
2,2,25.395075
2,2,25.404148
2,2,25.410827
2,2,25.414021
1,1,25.415498
1,1,25.484291
4,4,25.491523
3,3,25.500356
2,2,25.514067
3,3,25.526325
6,6,25.546606
1,1,25.555274
3,3,25.566252
1,1,25.583467
1,1,25.590429
1,1,25.595621
1,1,25.60143
1,1,25.614503
4,4,25.631579
1,1,25.647401
2,2,25.653705
2,2,25.671456
6,6,25.695851
1,1,25.698029
5,5,25.705203
2,2,25.712967
1,1,25.717237
1,1,25.723488
1,1,25.726843
1,1,25.735239
3,3,25.74403
2,2,25.75092
3,3,25.7545
2,2,25.76637
2,2,25.784507
3,3,25.787848
1,1,25.793828
3,3,25.811567
1,1,25.821372
1,1,25.83465
2,2,25.850302
3,3,25.865999
1,1,25.875905
1,1,25.882748
3,3,25.890086
4,4,25.904209
6,6,26.01087
2,2,26.055804
1,1,26.063478
1,1,26.092349
7,7,26.103579
3,3,26.112998
1,1,26.115602
1,1,26.121184
1,1,26.123746
1,1,26.125654
2,2,26.129579
2,2,26.135052
3,3,26.140295
4,4,26.146007
1,1,26.147982
1,1,26.153393
8,8,26.161905
4,4,26.167927
5,5,26.174259
1,1,26.180641
2,2,26.221272
2,2,26.229958
1,1,26.231896
1,1,26.239036
1,1,26.242425
1,1,26.24508
6,6,26.264984
3,3,26.274007
2,2,26.278137
1,1,26.28573
2,2,26.297172
1,1,26.306191
1,1,26.31354
2,2,26.316589
4,4,26.375208
2,2,26.391974
3,3,26.404053
1,1,26.406459
1,1,26.417648
1,1,26.463924
1,1,26.472954
2,2,26.556642
1,1,26.56229
3,3,26.593863
2,2,26.603124
1,1,26.606519
2,2,26.61425
2,2,26.630375
1,1,26.634862
1,1,26.642299
1,1,26.647586
2,2,26.661751
1,1,26.666365
3,3,26.67577
6,6,26.685041
2,2,26.696309
3,3,26.702362
1,1,26.707956
1,1,26.744101
3,3,26.752201
3,3,26.757293
2,2,26.765187
2,2,26.772555
2,2,26.78629
3,3,26.795032
2,2,26.807689
2,2,26.811168
1,1,26.814782
3,3,26.841564
2,2,26.85308
2,2,26.862944
1,1,26.88299
3,3,26.907336
2,2,26.911609
2,2,26.918542
1,1,26.926498
2,2,26.931425
4,4,26.939238
2,2,26.943808
1,1,26.953549
2,2,26.959941
1,1,26.962271
3,3,26.97205
4,4,26.982864
4,4,26.989941
3,3,26.996144
1,1,26.998885
1,1,27.004284
1,1,27.007256
1,1,27.009276
1,1,27.012781
3,3,27.022862
1,1,27.030846
1,1,27.036448
1,1,27.040681
1,1,27.046728
1,1,27.05008
1,1,27.053814
1,1,27.05812
1,1,27.06446
1,1,27.067852
1,1,27.073048
3,3,27.077688
2,2,27.083547
5,5,27.089502
1,1,27.091353
1,1,27.093881
1,1,27.101512
1,1,27.10333
2,2,27.106163
9,9,27.116695
1,1,27.121434
3,3,27.127066
2,2,27.130272
1,1,27.132383
1,1,27.167108
4,4,27.173228
1,1,27.175098
1,1,27.176801
3,3,27.184151
1,1,27.185744
1,1,27.187755
1,1,27.191081
4,4,27.202022
1,1,27.206407
1,1,27.210283
1,1,27.214041
1,1,27.220544
2,2,27.226579
2,2,27.232842
2,2,27.236067
5,5,27.24981
3,3,27.258021
1,1,27.260583
1,1,27.264453
1,1,27.26807
1,1,27.273613
3,3,27.283895
1,1,27.288852
3,3,27.299448
2,2,27.306526
3,3,27.314539
2,2,27.320832
1,1,27.330366
1,1,27.333215
3,3,27.338302
2,2,27.374507
5,5,27.483046
2,2,27.487164
1,1,27.492248
2,2,27.498426
2,2,27.506992
2,2,27.518315
2,2,27.524374
2,2,27.542521
3,3,27.555325
4,4,27.562569
4,4,27.577556
3,3,27.584717
5,5,27.611766
1,1,27.616074
3,3,27.63412
1,1,27.656047
1,1,27.667382
2,2,27.674815
1,1,27.67786
1,1,27.683326
1,1,27.690814
4,4,27.698686
2,2,27.70207
1,1,27.705449
2,2,27.712865
3,3,27.717515
2,2,27.729005
1,1,27.731095
2,2,27.751498
1,1,27.764092
8,8,27.796403
2,2,27.805838
1,1,27.824336
1,1,27.830131
1,1,27.834766
3,3,27.843281
5,5,27.866708
5,5,27.878344
1,1,27.891017
5,5,27.902271
1,1,27.907307
1,1,27.909712
1,1,27.913205
1,1,27.917454
1,1,27.928532
2,2,27.934966
2,2,27.938772
1,1,27.941289
1,1,27.944562
1,1,27.946916
4,4,27.952707
5,5,27.960082
2,2,27.965208
2,2,27.970211
1,1,27.972328
1,1,27.974147
3,3,27.98759
1,1,27.9916
2,2,27.993951
4,4,28.001695
6,6,28.057259
8,8,28.068577
2,2,28.072792
3,3,28.077493
1,1,28.084238
1,1,28.089769
1,1,28.092047
3,3,28.097353
6,6,28.124487
1,1,28.130824
1,1,28.133791
1,1,28.140284
4,4,28.155394
1,1,28.157124
3,3,28.162436
1,1,28.167833
1,1,28.181858
1,1,28.184134
1,1,28.189021
1,1,28.191752
2,2,28.198964
1,1,28.204002
1,1,28.205681
2,2,28.213049
1,1,28.217692
1,1,28.223162
1,1,28.225022
3,3,28.230744
1,1,28.241665
1,1,28.246355
1,1,28.252455
3,3,28.257636
1,1,28.262771
3,3,28.269741
1,1,28.272033
1,1,28.273648
3,3,28.287389
3,3,28.293169
5,5,28.301601
1,1,28.303584
1,1,28.306244
1,1,28.311289
2,2,28.313827
3,3,28.31804
2,2,28.325188
3,3,28.330412
1,1,28.332227
1,1,28.334582
1,1,28.343144
3,3,28.34765
2,2,28.35209
1,1,28.35416
2,2,28.362332
2,2,28.365941
4,4,28.37189
4,4,28.380556
3,3,28.390674
1,1,28.392405
1,1,28.393987
2,2,28.396076
8,8,28.413508
1,1,28.41649
1,1,28.420957
1,1,28.423892
1,1,28.426838
3,3,28.438
1,1,28.453241
3,3,28.457433
1,1,28.460946
3,3,28.465934
1,1,28.467706
1,1,28.517827
1,1,28.538153
1,1,28.540747
1,1,28.542386
1,1,28.546318
1,1,28.551787
1,1,28.562056
6,6,28.581314
2,2,28.584771
2,2,28.728084
1,1,28.74735
2,2,28.752742
1,1,28.756201
2,2,28.767163
2,2,28.772835
2,2,28.777511
1,1,28.780063
1,1,28.805109
4,4,28.820685
1,1,28.823244
2,2,28.826525
1,1,28.844711
1,1,28.850117
2,2,28.853234
1,1,28.855011
1,1,28.861656
1,1,28.873771
5,5,28.882399
1,1,28.886686
2,2,28.894366
1,1,28.903888
2,2,28.91201
3,3,28.924481
2,2,28.942025
1,1,28.945782
2,2,28.952154
2,2,28.95653
1,1,28.966659
1,1,28.974117
2,2,28.977855
1,1,28.983946
1,1,28.990927
1,1,28.993959
1,1,28.998279
1,1,29.005555
2,2,29.017275
2,2,29.024269
1,1,29.026426
3,3,29.032333
1,1,29.046691
1,1,29.055278
2,2,29.060169
1,1,29.065237
2,2,29.076672
2,2,29.086511
1,1,29.088766
3,3,29.09392
1,1,29.104324
4,4,29.112966
1,1,29.119313
2,2,29.122855
2,2,29.13031
3,3,29.139021
2,2,29.144157
1,1,29.147361
1,1,29.15421
4,4,29.161962
1,1,29.164135
1,1,29.166002
4,4,29.177253
1,1,29.179429
1,1,29.181808
1,1,29.185132
2,2,29.193251
1,1,29.195532
4,4,29.205216
1,1,29.207651
2,2,29.215256
4,4,29.221834
1,1,29.224962
2,2,29.22859
1,1,29.23384
1,1,29.254489
2,2,29.260469
1,1,29.262961
1,1,29.269778
1,1,29.273574
2,2,29.277768
2,2,29.283854
2,2,29.291498
3,3,29.295823
1,1,29.299764
4,4,29.304935
2,2,29.314249
1,1,29.316691
3,3,29.322149
1,1,29.325006
1,1,29.329303
1,1,29.332633
3,3,29.340658
2,2,29.344977
1,1,29.353988
3,3,29.360606
1,1,29.36279
2,2,29.367163
3,3,29.431773
1,1,29.434533
1,1,29.437609
1,1,29.442934
3,3,29.464276
3,3,29.468582
3,3,29.473951
5,5,29.488523
1,1,29.502848
1,1,29.509664
1,1,29.515768
1,1,29.517908
2,2,29.546514
1,1,29.552805
1,1,29.557579
1,1,29.565242
1,1,29.573563
2,2,29.579824
3,3,29.583844
1,1,29.587428
4,4,29.68368
5,5,29.690474
1,1,29.692708
4,4,29.696855
2,2,29.705201
1,1,29.707658
1,1,29.711046
1,1,29.713087
4,4,29.723407
2,2,29.726577
2,2,29.740609
3,3,29.756088
1,1,29.801868
1,1,29.812257
1,1,29.820186
4,4,29.830638
1,1,29.837531
2,2,29.845071
2,2,29.852788
1,1,29.856864
2,2,29.865475
3,3,29.871202
1,1,29.873591
2,2,29.877543
1,1,29.883174
2,2,29.886631
1,1,29.891922
1,1,29.89467
2,2,29.902937
1,1,29.905833
2,2,29.909855
1,1,29.913522
1,1,29.918255
1,1,29.922281
2,2,29.927448
2,2,29.931544
1,1,29.940328
1,1,29.942362
2,2,29.94581
5,5,29.955808
1,1,29.961694
3,3,29.968088
1,1,29.971415
2,2,29.980152
1,1,29.987743
3,3,29.993815
1,1,29.995411
2,2,29.997952
1,1,30.003428
1,1,30.005217
1,1,30.007009
3,3,30.011934
1,1,30.015636
3,3,30.020965
2,2,30.023852
3,3,30.031076
1,1,30.043351
1,1,30.046922
1,1,30.050765
2,2,30.05816
1,1,30.064102
1,1,30.067096
5,5,30.086581
3,3,30.091524
1,1,30.094648
1,1,30.098115
1,1,30.102347
3,3,30.106094
2,2,30.131215
2,2,30.144024
1,1,30.145826
2,2,30.149458
