#{"t_start": 1644504719.638805, "env_id": null}
r,l,t
-200,1,16.628804
-199,2,16.632453
-200,1,16.636095
-199,2,16.641966
-200,1,16.644425
-199,2,16.649873
-198,3,16.65824
-200,1,16.68912
-196,5,16.69879
-199,2,16.710951
-199,2,16.718828
-200,1,16.729442
-200,1,16.733632
-200,1,16.742221
-200,1,16.746201
-200,1,16.7547
-200,1,16.757523
-200,1,16.761679
-200,1,16.766063
-200,1,16.775586
-200,1,16.7798
-200,1,16.784097
-197,4,16.809495
-198,3,16.819256
-197,4,16.843496
-199,2,16.849766
-198,3,16.862632
-197,4,16.884987
-197,4,16.893732
-200,1,16.907396
-200,1,16.909945
-200,1,16.912337
-198,3,16.916687
-200,1,16.922513
-197,4,16.926384
-198,3,16.936671
-195,6,16.963919
-197,4,16.977255
-200,1,16.979282
-195,6,16.994007
-200,1,16.995804
-200,1,16.998215
-200,1,17.04158
-197,4,17.046597
-198,3,17.056357
-197,4,17.061954
-197,4,17.0964
-199,2,17.105586
-197,4,17.113248
-199,2,17.118878
-199,2,17.125044
-199,2,17.132765
-200,1,17.139494
-200,1,17.142866
-200,1,17.145961
-193,8,17.15864
-198,3,17.166018
-198,3,17.172198
-200,1,17.175767
-198,3,17.183513
-197,4,17.194045
-196,5,17.201385
-200,1,17.207099
-199,2,17.212775
-200,1,17.215793
-195,6,17.226797
-197,4,17.231965
-200,1,17.237923
-197,4,17.244636
-200,1,17.256836
-199,2,17.260249
-199,2,17.264319
-200,1,17.292749
-200,1,17.294875
-200,1,17.296693
-199,2,17.310418
-199,2,17.329339
-199,2,17.332252
-196,5,17.349056
-196,5,17.3575
-198,3,17.363263
-198,3,17.369168
-199,2,17.372603
-198,3,17.392225
-200,1,17.394515
-200,1,17.411138
-195,6,17.422058
-200,1,17.425798
-200,1,17.428854
-200,1,17.432837
-197,4,17.441804
-200,1,17.444995
-200,1,17.46015
-200,1,17.462342
-200,1,17.476202
-200,1,17.486732
-200,1,17.49377
-200,1,17.495698
-198,3,17.504291
-200,1,17.510913
-199,2,17.552882
-199,2,17.56376
-196,5,17.570823
-198,3,17.57473
-200,1,17.576626
-199,2,17.581752
-200,1,17.585797
-200,1,17.594165
-200,1,17.612288
-199,2,17.616868
-200,1,17.628139
-200,1,17.63723
-196,5,17.647513
-199,2,17.651976
-200,1,17.655735
-200,1,17.66065
-197,4,17.674365
-200,1,17.677776
-198,3,17.709174
-198,3,17.725792
-199,2,17.745947
-200,1,17.74787
-196,5,17.75526
-198,3,17.760061
-199,2,17.765245
-200,1,17.7707
-197,4,17.774453
-198,3,17.780542
-200,1,17.79673
-200,1,17.805751
-199,2,17.813856
-199,2,17.83129
-197,4,17.842054
-198,3,17.85343
-198,3,17.857824
-195,6,17.864259
-200,1,17.868872
-198,3,17.873333
-200,1,17.876212
-200,1,17.880617
-200,1,17.882752
-200,1,17.885186
-200,1,17.890036
-200,1,17.896753
-200,1,17.899924
-198,3,17.905648
-200,1,17.912471
-200,1,17.921311
-195,6,17.930673
-198,3,17.93862
-199,2,17.942685
-200,1,17.954461
-199,2,17.960062
-200,1,17.962275
-200,1,17.964458
-200,1,17.972912
-200,1,17.975477
-200,1,17.978065
-198,3,17.982026
-199,2,17.993244
-200,1,17.995306
-200,1,18.025452
-200,1,18.039657
-198,3,18.057157
-200,1,18.061132
-200,1,18.063479
-197,4,18.093922
-197,4,18.107879
-200,1,18.112252
-192,9,18.125871
-197,4,18.140205
-198,3,18.144075
-195,6,18.155533
-200,1,18.157856
-200,1,18.1599
-199,2,18.164338
-200,1,18.177238
-193,8,18.195101
-200,1,18.196974
-200,1,18.204689
-200,1,18.207275
-198,3,18.211225
-199,2,18.213518
-200,1,18.241015
-193,8,18.261864
-199,2,18.264104
-198,3,18.270164
-199,2,18.273952
-198,3,18.279712
-200,1,18.283305
-198,3,18.291054
-195,6,18.310119
-199,2,18.314485
-199,2,18.343204
-198,3,18.346741
-200,1,18.350509
-199,2,18.357476
-196,5,18.36255
-200,1,18.366553
-200,1,18.377017
-199,2,18.383131
-200,1,18.387236
-198,3,18.393099
-196,5,18.429965
-199,2,18.435169
-200,1,18.439322
-199,2,18.441794
-200,1,18.44411
-199,2,18.446723
-200,1,18.454777
-199,2,18.458013
-200,1,18.460612
-198,3,18.472979
-200,1,18.494251
-197,4,18.513642
-199,2,18.524229
-200,1,18.527721
-199,2,18.531076
-200,1,18.534847
-200,1,18.542155
-199,2,18.558021
-196,5,18.571722
-199,2,18.573974
-200,1,18.576617
-199,2,18.581937
-200,1,18.58603
-200,1,18.59174
-196,5,18.611081
-200,1,18.614635
-200,1,18.617989
-197,4,18.623672
-200,1,18.626296
-200,1,18.629654
-197,4,18.636169
-200,1,18.638714
-200,1,18.644046
-200,1,18.646911
-198,3,18.652752
-200,1,18.655946
-200,1,18.664473
-199,2,18.668039
-200,1,18.672452
-200,1,18.676116
-197,4,18.700661
-199,2,18.705854
-200,1,18.712395
-200,1,18.715543
-196,5,18.730471
-199,2,18.733983
-199,2,18.738868
-200,1,18.742052
-200,1,18.746156
-198,3,18.750998
-199,2,18.754562
-200,1,18.756451
-200,1,18.774764
-200,1,18.777904
-200,1,18.780091
-200,1,18.793794
-200,1,18.797004
-199,2,18.815817
-199,2,18.825241
-200,1,18.829596
-199,2,18.845856
-200,1,18.847935
-200,1,18.852747
-199,2,18.856755
-199,2,18.860606
-200,1,18.863047
-199,2,18.86952
-200,1,18.871451
-200,1,18.879692
-200,1,18.881672
-200,1,18.892382
-199,2,18.899299
-198,3,18.91273
-200,1,18.920152
-197,4,18.93101
-200,1,18.938969
-200,1,18.942823
-200,1,18.945401
-197,4,18.960393
-200,1,18.963034
-199,2,18.973269
-198,3,18.980261
-199,2,18.983583
-197,4,18.992011
-200,1,19.00404
-200,1,19.010477
-198,3,19.014738
-198,3,19.020534
-200,1,19.026498
-199,2,19.037375
-200,1,19.040529
-199,2,19.044127
-200,1,19.052307
-200,1,19.058693
-200,1,19.061684
-200,1,19.06365
-200,1,19.068856
-200,1,19.071944
-200,1,19.073887
-200,1,19.076108
-198,3,19.09066
-200,1,19.093102
-197,4,19.243196
-200,1,19.245475
-197,4,19.266229
-200,1,19.270768
-197,4,19.292591
-199,2,19.296723
-199,2,19.311445
-200,1,19.31359
-200,1,19.316096
-200,1,19.321199
-198,3,19.354548
-199,2,19.362899
-200,1,19.364897
-200,1,19.371525
-200,1,19.389577
-200,1,19.392463
-200,1,19.394446
-199,2,19.398251
-197,4,19.429017
-199,2,19.432423
-200,1,19.436224
-200,1,19.439106
-198,3,19.446477
-200,1,19.450141
-197,4,19.511019
-200,1,19.514563
-200,1,19.522688
-200,1,19.528805
-199,2,19.531474
-199,2,19.539784
-200,1,19.547417
-200,1,19.5507
-198,3,19.557949
-199,2,19.583828
-200,1,19.594051
-197,4,19.605719
-199,2,19.614191
-198,3,19.623193
-200,1,19.64911
-198,3,19.65398
-200,1,19.660318
-200,1,19.662657
-200,1,19.669255
-200,1,19.67307
-200,1,19.674842
-199,2,19.720829
-199,2,19.73575
-200,1,19.743957
-199,2,19.752992
-200,1,19.757634
-200,1,19.76106
-199,2,19.769935
-198,3,19.775061
-200,1,19.782307
-199,2,19.7959
-199,2,19.802916
-196,5,19.812715
-200,1,19.81467
-199,2,19.822578
-200,1,19.82468
-200,1,19.826493
-195,6,19.840042
-200,1,19.843184
-196,5,19.853256
-200,1,19.856501
-200,1,19.860901
-199,2,19.869475
-200,1,19.885839
-200,1,19.890347
-200,1,19.893835
-200,1,19.897613
-198,3,19.906276
-200,1,19.925006
-200,1,19.931448
-200,1,19.981809
-200,1,19.984846
-200,1,19.987204
-198,3,19.991538
-199,2,20.006149
-200,1,20.011087
-198,3,20.014651
-199,2,20.021298
-198,3,20.036785
-200,1,20.042329
-200,1,20.045114
-200,1,20.055718
-200,1,20.063566
-197,4,20.070057
-199,2,20.075342
-200,1,20.07801
-200,1,20.09322
-200,1,20.095229
-200,1,20.099005
-200,1,20.103654
-197,4,20.114153
-199,2,20.117933
-199,2,20.121449
-200,1,20.123174
-197,4,20.129207
-199,2,20.131953
-200,1,20.133969
-196,5,20.141291
-199,2,20.147118
-197,4,20.153645
-199,2,20.158267
-200,1,20.164624
-199,2,20.191683
-200,1,20.193949
-200,1,20.195586
-199,2,20.198842
-199,2,20.242931
-200,1,20.252816
-197,4,20.260913
-198,3,20.266626
-200,1,20.275618
-200,1,20.281221
-199,2,20.295135
-191,10,20.320257
-200,1,20.32573
-199,2,20.334665
-200,1,20.337936
-200,1,20.340819
-200,1,20.350449
-199,2,20.35567
-200,1,20.357904
-197,4,20.363758
-199,2,20.372189
-200,1,20.376224
-198,3,20.382464
-200,1,20.389258
-200,1,20.396152
-199,2,20.410598
-200,1,20.419437
-199,2,20.423522
-199,2,20.436597
-199,2,20.447996
-199,2,20.457999
-199,2,20.462255
-200,1,20.473826
-200,1,20.499075
-200,1,20.50412
-199,2,20.516166
-198,3,20.525215
-199,2,20.532764
-197,4,20.5429
-198,3,20.551374
-200,1,20.556279
-197,4,20.567579
-200,1,20.572939
-198,3,20.580431
-200,1,20.58534
-200,1,20.591144
-200,1,20.597172
-200,1,20.600471
-200,1,20.606068
-199,2,20.619389
-198,3,20.632456
-197,4,20.639725
-196,5,20.659389
-199,2,20.663636
-200,1,20.67113
-199,2,20.680289
-199,2,20.694466
-200,1,20.697769
-200,1,20.706812
-198,3,20.720694
-200,1,20.726227
-197,4,20.732938
-197,4,20.746401
-200,1,20.75077
-200,1,20.758858
-198,3,20.766714
-199,2,20.774914
-200,1,20.782411
-198,3,20.790855
-196,5,20.806953
-199,2,20.81305
-198,3,20.833989
-200,1,20.846718
-200,1,20.853952
-199,2,20.865367
-197,4,20.878086
-194,7,20.89779
-198,3,20.908863
-199,2,20.918634
-200,1,20.92764
-198,3,20.940412
-200,1,20.942369
-198,3,20.961444
-199,2,20.970204
-198,3,20.98595
-200,1,20.990602
-200,1,20.992725
-199,2,20.997049
-199,2,21.023032
-198,3,21.027972
-198,3,21.038946
-200,1,21.044338
-197,4,21.061479
-196,5,21.077009
-199,2,21.144659
-200,1,21.146973
-198,3,21.193832
-200,1,21.198226
-198,3,21.214054
-197,4,21.239695
-200,1,21.252676
-200,1,21.257446
-200,1,21.259662
-200,1,21.262152
-200,1,21.275283
-200,1,21.277692
-200,1,21.280106
-200,1,21.283251
-200,1,21.309895
-199,2,21.313549
-200,1,21.316062
-200,1,21.323
-196,5,21.342758
-200,1,21.347475
-200,1,21.350539
-200,1,21.352695
-199,2,21.364177
-198,3,21.375671
-199,2,21.383946
-200,1,21.391509
-199,2,21.403931
-199,2,21.409333
-199,2,21.413449
-200,1,21.418108
-198,3,21.430268
-200,1,21.440553
-200,1,21.44307
-200,1,21.445808
-198,3,21.461803
-200,1,21.471753
-200,1,21.475309
-197,4,21.495318
-199,2,21.513699
-200,1,21.524448
-200,1,21.536053
-199,2,21.543408
-199,2,21.550592
-200,1,21.555524
-200,1,21.566464
-198,3,21.574498
-200,1,21.581903
-200,1,21.585351
-200,1,21.595361
-200,1,21.608246
-195,6,21.64145
-200,1,21.648289
-198,3,21.659204
-200,1,21.663195
-200,1,21.674093
-198,3,21.684436
-200,1,21.712707
-200,1,21.722597
-200,1,21.728918
-200,1,21.738757
-198,3,21.7468
-200,1,21.823824
-200,1,21.835875
-200,1,21.840148
-199,2,21.845062
-200,1,21.851338
-200,1,21.860006
-195,6,21.893923
-198,3,21.911105
-200,1,21.913813
-193,8,21.940634
-200,1,21.942589
-200,1,21.944346
-199,2,21.946916
-195,6,21.962568
-200,1,21.978788
-199,2,21.992339
-199,2,21.996107
-199,2,22.044925
-200,1,22.049859
-200,1,22.051705
-198,3,22.056496
-199,2,22.063938
-199,2,22.06745
-200,1,22.072093
-200,1,22.074105
-200,1,22.07661
-200,1,22.0803
-198,3,22.099189
-198,3,22.130653
-200,1,22.1392
-199,2,22.143874
-199,2,22.149335
-197,4,22.163467
-200,1,22.175825
-198,3,22.181148
-200,1,22.206295
-200,1,22.255445
-200,1,22.345147
-196,5,22.434176
-200,1,22.438857
-200,1,22.443414
-200,1,22.453596
-200,1,22.459966
-198,3,22.477007
-200,1,22.482541
-199,2,22.572064
-199,2,22.629916
-196,5,22.64224
-200,1,22.652396
-195,6,22.671541
-198,3,22.690882
-199,2,22.759042
-198,3,22.796483
-199,2,22.823712
-200,1,22.852398
-199,2,22.865338
-199,2,22.878064
-197,4,22.891437
-195,6,22.914934
-200,1,22.91912
-200,1,22.921399
-200,1,22.93108
-200,1,22.934379
-200,1,22.938031
-200,1,22.944281
-199,2,22.956661
-200,1,22.959612
-199,2,22.96225
-200,1,22.964043
-200,1,22.969086
-200,1,22.972322
-200,1,22.977633
-198,3,22.986899
-200,1,22.994518
-196,5,23.025236
-200,1,23.032342
-199,2,23.045769
-198,3,23.060766
-199,2,23.063446
-198,3,23.066654
-200,1,23.068978
-199,2,23.075369
-200,1,23.078114
-200,1,23.103653
-198,3,23.114834
-200,1,23.117488
-199,2,23.12228
-200,1,23.124514
-200,1,23.126355
-199,2,23.131497
-199,2,23.134877
-200,1,23.140759
-198,3,23.149594
-200,1,23.159169
-197,4,23.165823
-200,1,23.168852
-200,1,23.170639
-200,1,23.172833
-197,4,23.180159
-200,1,23.196926
-200,1,23.202554
-199,2,23.210502
-200,1,23.215858
-200,1,23.223327
-200,1,23.232796
-196,5,23.24238
-199,2,23.25604
-196,5,23.272423
-199,2,23.280864
-200,1,23.291576
-197,4,23.306757
-199,2,23.314858
-200,1,23.322726
-200,1,23.331281
-198,3,23.342328
-197,4,23.357629
-200,1,23.360376
-200,1,23.366144
-199,2,23.377652
-199,2,23.380657
-198,3,23.387564
-198,3,23.409915
-200,1,23.413447
-198,3,23.418826
-198,3,23.439165
-198,3,23.443374
-200,1,23.448919
-200,1,23.452033
-200,1,23.453865
-198,3,23.45955
-199,2,23.470631
-199,2,23.507167
-200,1,23.51041
-200,1,23.523572
-198,3,23.535643
-199,2,23.561252
-200,1,23.565015
-199,2,23.57895
-198,3,23.58812
-198,3,23.628957
-200,1,23.632366
-199,2,23.645458
-200,1,23.714213
-196,5,23.730374
-200,1,23.744605
-200,1,23.753432
-199,2,23.774131
-200,1,23.779395
-198,3,23.797176
-199,2,23.812433
-200,1,23.82403
-199,2,23.839452
-199,2,23.854146
-200,1,23.856549
-198,3,23.876528
-200,1,23.912521
-198,3,23.922383
-195,6,23.929975
-199,2,23.937248
-200,1,23.939496
-196,5,23.946595
-200,1,23.954949
-200,1,23.958974
-200,1,23.980513
-199,2,23.986979
-199,2,24.024722
-198,3,24.045977
-198,3,24.05405
-198,3,24.057175
-198,3,24.072555
-200,1,24.075838
-193,8,24.112798
-200,1,24.115261
-200,1,24.122353
-198,3,24.130824
-200,1,24.141265
-200,1,24.154737
-200,1,24.157803
-200,1,24.171713
-198,3,24.189624
-200,1,24.19163
-200,1,24.194126
-199,2,24.198956
-197,4,24.203628
-200,1,24.206592
-200,1,24.233544
-200,1,24.241716
-199,2,24.244455
-200,1,24.250588
-200,1,24.261823
-200,1,24.269634
-200,1,24.272168
-199,2,24.275836
-200,1,24.2803
-199,2,24.325133
-200,1,24.329132
-196,5,24.334523
-200,1,24.339455
-199,2,24.344584
-199,2,24.347025
-200,1,24.352331
-198,3,24.377123
-200,1,24.379662
-200,1,24.381744
-198,3,24.387365
-199,2,24.391357
-200,1,24.393377
-200,1,24.396196
-200,1,24.401665
-199,2,24.419249
-199,2,24.422465
-195,6,24.442567
-197,4,24.450938
-199,2,24.473186
-200,1,24.4758
-196,5,24.481828
-197,4,24.490235
-200,1,24.539843
-200,1,24.584468
-199,2,24.60657
-198,3,24.612749
-200,1,24.623273
-200,1,24.634143
-200,1,24.638021
-200,1,24.641821
-200,1,24.65187
-197,4,24.661184
-200,1,24.665946
-200,1,24.671424
-199,2,24.68342
-199,2,24.687917
-200,1,24.689958
-199,2,24.692582
-192,9,24.752727
-200,1,24.765356
-200,1,24.77483
-200,1,24.779002
-197,4,24.785628
-198,3,24.791241
-200,1,24.793329
-200,1,24.795098
-200,1,24.800625
-200,1,24.80608
-200,1,24.809025
-197,4,24.82271
-199,2,24.837588
-199,2,24.846278
-194,7,24.869452
-196,5,24.878178
-199,2,24.881899
-200,1,24.885399
-198,3,24.895748
-199,2,24.941605
-199,2,24.953219
-200,1,24.958914
-197,4,24.974741
-200,1,24.984246
-198,3,24.989345
-199,2,24.994998
-200,1,24.996694
-200,1,25.000288
-199,2,25.00442
-200,1,25.006912
-200,1,25.009958
-197,4,25.015003
-200,1,25.019657
-199,2,25.029612
-199,2,25.033405
-199,2,25.037055
-198,3,25.04407
-199,2,25.046879
-200,1,25.049977
-200,1,25.051969
-198,3,25.069237
-196,5,25.077623
-200,1,25.08017
-200,1,25.082229
-200,1,25.104181
-198,3,25.109624
-200,1,25.113038
-200,1,25.115853
-200,1,25.131577
-199,2,25.145688
-200,1,25.162429
-200,1,25.175878
-199,2,25.209804
-200,1,25.212287
-200,1,25.235453
-200,1,25.244295
-198,3,25.252634
-200,1,25.256558
-198,3,25.264259
-198,3,25.272544
-199,2,25.283695
-200,1,25.2876
-197,4,25.292469
-199,2,25.296611
-200,1,25.309737
-199,2,25.315154
-195,6,25.337843
-200,1,25.356281
-197,4,25.371951
-198,3,25.375928
-200,1,25.378144
-200,1,25.38057
-198,3,25.389964
-200,1,25.392562
-199,2,25.398969
-200,1,25.401908
-199,2,25.407547
-200,1,25.409898
-200,1,25.413186
-198,3,25.419118
-199,2,25.429883
-198,3,25.433499
-198,3,25.440948
-199,2,25.444428
-200,1,25.462795
-200,1,25.465218
-200,1,25.471888
-200,1,25.474366
-200,1,25.484774
-200,1,25.487758
-200,1,25.493527
-200,1,25.496504
-200,1,25.51021
-200,1,25.513478
-196,5,25.524721
-200,1,25.527061
-200,1,25.544158
-200,1,25.552776
-198,3,25.583515
-200,1,25.589637
-199,2,25.605762
-200,1,25.608781
-199,2,25.614822
-197,4,25.623583
-200,1,25.628256
-199,2,25.643794
-200,1,25.648053
-200,1,25.652249
-199,2,25.660958
-199,2,25.67381
-199,2,25.679325
-200,1,25.681834
-197,4,25.698624
-198,3,25.705889
-200,1,25.713213
-200,1,25.719763
-199,2,25.73008
-200,1,25.733503
-200,1,25.736372
-196,5,25.755073
-199,2,25.760473
-200,1,25.762385
-199,2,25.781673
-199,2,25.786238
-199,2,25.798267
-200,1,25.807963
-200,1,25.811143
-200,1,25.813149
-200,1,25.820366
-199,2,25.842915
-200,1,25.851434
-198,3,25.864508
-198,3,25.882685
-199,2,25.891033
-197,4,25.899281
-198,3,25.913849
-199,2,25.937532
-200,1,25.941807
-198,3,25.945146
-200,1,25.946744
-200,1,25.952531
-200,1,25.960016
-200,1,26.119306
-199,2,26.131427
-200,1,26.169894
-199,2,26.174173
-199,2,26.179276
-200,1,26.184319
-199,2,26.200809
-198,3,26.208174
-199,2,26.212264
-200,1,26.22428
-200,1,26.229981
-198,3,26.235868
-198,3,26.241686
-199,2,26.252233
-200,1,26.272057
-199,2,26.27675
-200,1,26.27966
-200,1,26.281354
-200,1,26.286448
-200,1,26.290652
-196,5,26.302628
-199,2,26.30643
-200,1,26.312435
-200,1,26.316126
-200,1,26.327002
-199,2,26.333909
-197,4,26.343609
-200,1,26.348291
-198,3,26.356971
-200,1,26.381277
-200,1,26.418995
-198,3,26.435546
-200,1,26.439542
-200,1,26.455894
-197,4,26.478604
-200,1,26.480716
-200,1,26.48423
-198,3,26.496916
-196,5,26.550363
-200,1,26.552942
-197,4,26.565101
-200,1,26.569941
-200,1,26.580067
-200,1,26.585017
-200,1,26.588226
-199,2,26.594316
-200,1,26.64163
-199,2,26.650175
-196,5,26.665135
-198,3,26.66991
-200,1,26.675344
-198,3,26.680419
-199,2,26.68445
-198,3,26.695008
-197,4,26.712567
-200,1,26.733714
-196,5,26.739376
-200,1,26.742155
-199,2,26.814462
-196,5,26.828373
-199,2,26.832745
-200,1,26.838808
-200,1,26.84914
-200,1,26.861041
-200,1,26.866088
-197,4,26.880097
-195,6,26.896246
-200,1,26.91057
-198,3,26.914492
-197,4,26.940203
-197,4,26.973739
-200,1,26.976391
-199,2,27.032004
-200,1,27.03447
-200,1,27.043672
-200,1,27.049141
-200,1,27.05546
-199,2,27.068912
-197,4,27.10334
-199,2,27.106138
-198,3,27.110371
-199,2,27.136292
-200,1,27.159667
-199,2,27.165118
-200,1,27.168792
-200,1,27.170583
-197,4,27.203502
-200,1,27.211451
-200,1,27.215226
-199,2,27.236614
-197,4,27.244159
-198,3,27.261874
-200,1,27.264833
-200,1,27.272492
-197,4,27.289761
-199,2,27.300018
-198,3,27.309969
-199,2,27.314317
-200,1,27.321977
-200,1,27.335239
-200,1,27.338356
-200,1,27.341076
-197,4,27.365965
-199,2,27.375068
-198,3,27.382636
-200,1,27.39378
-199,2,27.405161
-199,2,27.410356
-199,2,27.418849
-200,1,27.433151
-199,2,27.454609
-200,1,27.474613
-198,3,27.492626
-198,3,27.510897
-200,1,27.518391
-197,4,27.5395
-200,1,27.549372
-200,1,27.562918
-200,1,27.568733
-200,1,27.571244
-200,1,27.573838
-200,1,27.579189
-198,3,27.605763
-200,1,27.669991
-199,2,27.672953
-199,2,27.711051
-197,4,27.726196
-200,1,27.73454
-199,2,27.738113
-200,1,27.742529
-200,1,27.763034
-200,1,27.769275
-200,1,27.775243
-199,2,27.781868
-200,1,27.80243
-198,3,27.81034
-200,1,27.813558
-199,2,27.84047
-193,8,27.880949
-199,2,27.88707
-197,4,27.906754
-199,2,27.911034
-199,2,27.923327
-200,1,27.926716
-198,3,27.936664
-199,2,27.94244
-200,1,27.963746
-200,1,27.96964
-195,6,27.994048
-198,3,28.013001
-200,1,28.021067
-198,3,28.033557
-200,1,28.038632
-200,1,28.045296
-198,3,28.055689
-200,1,28.069066
-200,1,28.072307
-200,1,28.079284
-199,2,28.086568
-200,1,28.096135
-200,1,28.099146
-198,3,28.107726
-199,2,28.119974
-198,3,28.134234
-200,1,28.139508
-200,1,28.14256
-200,1,28.147476
-200,1,28.163109
-199,2,28.17419
-198,3,28.196249
-200,1,28.214775
-197,4,28.227691
-200,1,28.23111
-200,1,28.235623
-200,1,28.243614
-200,1,28.246643
-198,3,28.256966
-200,1,28.260437
-198,3,28.275134
-198,3,28.290734
-199,2,28.296442
-200,1,28.299857
-195,6,28.315099
-200,1,28.362595
-200,1,28.373498
-198,3,28.390872
-198,3,28.400235
-199,2,28.412784
-199,2,28.422457
-198,3,28.436437
-199,2,28.513463
-200,1,28.515898
-199,2,28.521685
-200,1,28.52625
-200,1,28.564078
-198,3,28.576591
-198,3,28.595313
-198,3,28.606596
-200,1,28.611514
-195,6,28.621972
-198,3,28.629704
-200,1,28.631455
-200,1,28.63424
-200,1,28.639685
-200,1,28.642543
-199,2,28.659981
-198,3,28.674722
-200,1,28.677984
-199,2,28.680953
-199,2,28.686609
-196,5,28.771528
-200,1,28.773959
-200,1,28.77793
-200,1,28.780864
-200,1,28.795729
-198,3,28.822116
-200,1,28.828183
-200,1,28.831696
-199,2,28.854329
-198,3,28.861139
-200,1,28.872827
-200,1,28.878726
-199,2,28.890707
-200,1,28.90027
-200,1,28.903325
-199,2,28.909469
-199,2,28.96075
-199,2,28.985729
-200,1,29.021549
-200,1,29.030118
-200,1,29.037875
-200,1,29.043086
-200,1,29.045137
-200,1,29.053956
-199,2,29.063415
-199,2,29.067292
-200,1,29.076094
-200,1,29.082386
-200,1,29.093608
-200,1,29.096234
-200,1,29.099608
-199,2,29.106407
-197,4,29.121941
-200,1,29.140813
-200,1,29.148942
-197,4,29.160977
-196,5,29.180382
-200,1,29.186834
-200,1,29.190487
-200,1,29.193201
-200,1,29.198347
-196,5,29.216224
-199,2,29.22521
-200,1,29.227372
-200,1,29.236267
-199,2,29.243904
-200,1,29.252019
-195,6,29.272594
-200,1,29.2792
-200,1,29.282135
-199,2,29.286262
-200,1,29.295076
-200,1,29.298949
-199,2,29.301495
-199,2,29.310415
-200,1,29.317356
-196,5,29.333225
-199,2,29.340419
-200,1,29.365658
-200,1,29.371976
-200,1,29.385401
-200,1,29.395774
-200,1,29.400677
-199,2,29.411962
-200,1,29.416163
-199,2,29.422797
-197,4,29.448989
-200,1,29.452788
-200,1,29.472755
-200,1,29.493499
-200,1,29.498057
-200,1,29.51069
-200,1,29.516788
-198,3,29.530378
-199,2,29.540734
-200,1,29.54327
-200,1,29.556668
-200,1,29.56301
-200,1,29.56641
-199,2,29.577035
-198,3,29.592601
-200,1,29.595032
-200,1,29.599725
-199,2,29.61279
-200,1,29.618967
-198,3,29.625936
-200,1,29.629616
-199,2,29.64065
-200,1,29.650232
-200,1,29.65993
-200,1,29.665608
-199,2,29.670017
-200,1,29.673727
-197,4,29.690352
-200,1,29.694246
-200,1,29.696688
-200,1,29.715693
-199,2,29.735636
-199,2,29.766069
-200,1,29.78399
-199,2,29.796696
-199,2,29.811605
-200,1,29.824253
-199,2,29.836022
-197,4,29.858404
-200,1,29.864205
-200,1,29.873896
-200,1,29.877994
-198,3,29.897655
-199,2,29.903935
-200,1,29.90678
-200,1,29.910455
-199,2,29.922556
-200,1,29.928802
-199,2,29.933944
-199,2,29.940322
-200,1,29.961784
-198,3,29.974657
-200,1,29.980741
-200,1,29.986909
-199,2,30.010879
-200,1,30.01311
-200,1,30.020418
-200,1,30.029275
-199,2,30.037035
-199,2,30.053889
-196,5,30.066991
-200,1,30.072906
-200,1,30.080688
-199,2,30.089006
-200,1,30.092499
-200,1,30.09455
-200,1,30.099855
-199,2,30.11405
-194,7,30.156431
-200,1,30.162688
-198,3,30.174529
-198,3,30.18941
-199,2,30.195702
-200,1,30.198278
-200,1,30.214042
-200,1,30.227121
-200,1,30.231596
-200,1,30.233497
-200,1,30.2526
-193,8,30.26335
-198,3,30.26842
-196,5,30.276146
-200,1,30.299835
-200,1,30.303335
-200,1,30.311018
-200,1,30.319253
-200,1,30.325622
-200,1,30.376005
-199,2,30.386665
-198,3,30.391954
-199,2,30.396156
-200,1,30.400811
-200,1,30.405485
-199,2,30.412219
-200,1,30.419375
-200,1,30.422514
-200,1,30.430879
-199,2,30.436848
-200,1,30.442907
-199,2,30.461327
-199,2,30.464323
-198,3,30.473762
-200,1,30.491717
-198,3,30.497376
-199,2,30.500473
-200,1,30.505793
-198,3,30.542535
-197,4,30.565828
-198,3,30.571
-200,1,30.573378
-200,1,30.576131
-199,2,30.587133
-200,1,30.589652
-200,1,30.591708
-198,3,30.619552
-200,1,30.622172
-199,2,30.640786
-199,2,30.661318
-198,3,30.665243
-200,1,30.6715
-200,1,30.675635
-199,2,30.680003
-199,2,30.685588
-200,1,30.69071
-200,1,30.699413
-200,1,30.706727
-200,1,30.712949
-200,1,30.721873
-200,1,30.726009
-199,2,30.732618
-199,2,30.762959
-197,4,30.789557
-199,2,30.811489
-199,2,30.81537
-200,1,30.818371
-200,1,30.825689
-200,1,30.828755
-198,3,30.831844
-200,1,30.854243
-195,6,30.878459
-200,1,30.881021
-200,1,30.882731
-198,3,30.888865
-193,8,30.899425
-200,1,30.901588
-198,3,30.907091
-200,1,30.915523
-199,2,30.919217
-195,6,30.927182
-197,4,30.933386
-197,4,30.959119
-197,4,30.964655
-198,3,30.969721
-196,5,30.985633
-200,1,31.001559
-200,1,31.006901
-198,3,31.030267
-200,1,31.032762
-198,3,31.059968
-200,1,31.088802
-200,1,31.092832
-199,2,31.139108
-200,1,31.156848
-196,5,31.189824
-198,3,31.200036
-200,1,31.210126
-200,1,31.231631
-195,6,31.26392
-200,1,31.286053
-198,3,31.304707
-200,1,31.362192
-200,1,31.371229
-200,1,31.391757
-200,1,31.39972
-199,2,31.421295
-199,2,31.43313
-199,2,31.443839
-200,1,31.450824
-199,2,31.482389
-200,1,31.486346
